Train End Draw,Target Draw,Training Size,Research Version,Research Config Hash,M1 Set@4,M1 Hit@4,M1 Set@5,M1 Hit@5,M1 Set@6,M1 Hit@6,M2 Set@4,M2 Hit@4,M2 Set@5,M2 Hit@5,M2 Set@6,M2 Hit@6,M3 Set@4,M3 Hit@4,M3 Set@5,M3 Hit@5,M3 Set@6,M3 Hit@6,M4-A Set@4,M4-A Hit@4,M4-A Set@5,M4-A Hit@5,M4-A Set@6,M4-A Hit@6,M4-B Set@4,M4-B Hit@4,M4-B Set@5,M4-B Hit@5,M4-B Set@6,M4-B Hit@6,M4-C Set@4,M4-C Hit@4,M4-C Set@5,M4-C Hit@5,M4-C Set@6,M4-C Hit@6,M4-D Set@4,M4-D Hit@4,M4-D Set@5,M4-D Hit@5,M4-D Set@6,M4-D Hit@6,M4-E Set@4,M4-E Hit@4,M4-E Set@5,M4-E Hit@5,M4-E Set@6,M4-E Hit@6,M4-F Set@4,M4-F Hit@4,M4-F Set@5,M4-F Hit@5,M4-F Set@6,M4-F Hit@6,M5 Set@4,M5 Hit@4,M5 Set@5,M5 Hit@5,M5 Set@6,M5 Hit@6,M6 Set@4,M6 Hit@4,M6 Set@5,M6 Hit@5,M6 Set@6,M6 Hit@6,Ensemble Set@4,Ensemble Hit@4,Ensemble Set@5,Ensemble Hit@5,Ensemble Set@6,Ensemble Hit@6,M7 Set@4,M7 Hit@4,M7 Set@5,M7 Hit@5,M7 Set@6,M7 Hit@6,M8 Set@4,M8 Hit@4,M8 Set@5,M8 Hit@5,M8 Set@6,M8 Hit@6,M9 Set@4,M9 Hit@4,M9 Set@5,M9 Hit@5,M9 Set@6,M9 Hit@6,M10 Set@4,M10 Hit@4,M10 Set@5,M10 Hit@5,M10 Set@6,M10 Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
49792,49793,17489,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,20 30 60 68,0,20 30 60 68 51,1,20 30 60 68 51 79,1,20 39 53 58,0,20 39 53 58 73,0,20 39 53 58 73 56,0,8 29 34 70,1,8 29 34 70 39,1,8 29 34 70 39 52,2,3 29 39 79,0,3 29 39 79 70,1,3 29 39 79 70 73,1,20 39 53 58,0,20 39 53 58 69,0,20 39 53 58 69 56,0,3 29 39 79,0,3 29 39 79 70,1,3 29 39 79 70 73,1,3 29 39 70,1,3 29 39 70 79,1,3 29 39 70 79 61,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,3 61 73 79,1,3 61 73 79 12,1,3 61 73 79 12 52,2,5 13 17 18,2,5 13 17 18 28,2,5 13 17 18 28 29,2,19 29 59 60,1,19 29 59 60 53,1,19 29 59 60 53 20,1,20 79 70 8,1,20 79 70 8 52,2,20 79 70 8 52 55,2,29 34 70 79,1,29 39 65 70 79,1,8 29 39 49 70 79,1,3 29 39 79,0,3 29 39 79 70,1,3 29 39 79 70 73,1,29 34 70 79,1,29 34 55 70 79,1,29 34 55 65 70 79,1,39 50 70 79,1,39 50 70 79 29,1,39 50 70 79 29 73,1,1.0,1.25,1.5
49793,49794,17490,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,20 30 51 60,1,20 30 51 60 68,1,20 30 51 60 68 4,2,20 39 53 58,1,20 39 53 58 73,1,20 39 53 58 73 56,2,3 8 29 34,1,3 8 29 34 65,1,3 8 29 34 65 39,1,29 34 64 70,2,29 34 64 70 14,2,29 34 64 70 14 33,2,20 39 53 69,1,20 39 53 69 51,1,20 39 53 69 51 58,1,29 34 64 70,2,29 34 64 70 14,2,29 34 64 70 14 33,2,29 34 39 70,2,29 34 39 70 3,2,29 34 39 70 3 14,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,29 34 51 64,1,29 34 51 64 14,1,29 34 51 64 14 70,2,4 6 9 10,2,4 6 9 10 11,3,4 6 9 10 11 13,4,19 29 59 60,1,19 29 59 60 20,2,19 29 59 60 20 30,2,52 70 20 51,2,52 70 20 51 8,2,52 70 20 51 8 79,2,14 29 70 79,1,8 29 34 52 70,2,8 29 33 34 52 70,2,29 34 64 70,2,29 34 64 70 14,2,29 34 64 70 14 33,2,29 34 70 79,2,29 34 35 70 79,2,8 29 34 35 70 79,2,51 52 61 70,1,51 52 61 70 19,1,51 52 61 70 19 64,1,1.0,1.25,1.5
49794,49795,17491,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,4 13 20 30,2,4 13 20 30 60,2,4 13 20 30 60 68,2,20 39 53 58,1,20 39 53 58 73,2,20 39 53 58 73 56,2,3 8 29 65,1,3 8 29 65 39,2,3 8 29 65 39 34,2,3 34 35 39,1,3 34 35 39 49,1,3 34 35 39 49 64,1,4 20 39 53,2,4 20 39 53 58,2,4 20 39 53 58 73,3,3 34 35 39,1,3 34 35 39 49,1,3 34 35 39 49 64,1,3 29 34 39,1,3 29 34 39 52,1,3 29 34 39 52 70,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,34 35 39 49,1,34 35 39 49 3,1,34 35 39 49 3 64,1,4 6 11 12,2,4 6 11 12 13,3,4 6 11 12 13 16,3,19 20 30 60,0,19 20 30 60 29,0,19 20 30 60 29 13,1,70 20 52 49,0,70 20 52 49 8,0,70 20 52 49 8 79,1,29 34 70 79,1,29 34 49 52 79,1,3 29 34 49 52 79,1,3 34 35 39,1,3 34 35 39 49,1,3 34 35 39 49 64,1,29 34 70 79,1,8 35 44 65 70,1,8 20 35 39 65 70,2,20 34 49 70,0,20 34 49 70 55,0,20 34 49 70 55 12,0,1.0,1.25,1.5
49795,49796,17492,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,4 13 51 60,1,4 13 51 60 20,1,4 13 51 60 20 6,2,20 39 58 73,2,20 39 58 73 53,3,20 39 58 73 53 56,3,3 29 34 70,0,3 29 34 70 8,0,3 29 34 70 8 39,1,3 29 39 70,1,3 29 39 70 54,1,3 29 39 70 54 34,1,20 39 53 58,3,20 39 53 58 56,3,20 39 53 58 56 4,3,3 29 39 70,1,3 29 39 70 54,1,3 29 39 70 54 34,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 54,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,8 39 64 70,2,8 39 64 70 34,2,8 39 64 70 34 79,2,4 10 11 13,2,4 10 11 13 21,3,4 10 11 13 21 22,4,11 19 20 21,2,11 19 20 21 29,2,11 19 20 21 29 30,2,20 70 51 39,1,20 70 51 39 55,1,20 70 51 39 55 79,1,29 34 70 79,0,29 34 55 70 79,0,8 20 29 34 39 70,1,3 29 39 70,1,3 29 39 70 54,1,3 29 39 70 54 34,1,29 34 70 79,0,29 34 55 70 79,0,29 34 55 65 70 79,0,39 51 63 73,2,39 51 63 73 79,2,39 51 63 73 79 23,2,1.0,1.25,1.5
49796,49797,17493,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 13 20 60,2,6 13 20 60 11,2,6 13 20 60 11 4,2,20 39 53 58,1,20 39 53 58 73,1,20 39 53 58 73 4,1,3 29 34 39,0,3 29 34 39 61,0,3 29 34 39 61 8,0,3 29 34 70,1,3 29 34 70 8,1,3 29 34 70 8 39,1,20 39 53 58,1,20 39 53 58 73,1,20 39 53 58 73 69,1,3 29 34 70,1,3 29 34 70 8,1,3 29 34 70 8 39,1,3 29 34 70,1,3 29 34 70 39,1,3 29 34 70 39 14,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,3 29 34 70,1,3 29 34 70 61,1,3 29 34 70 61 44,1,6 11 13 15,2,6 11 13 15 18,3,6 11 13 15 18 21,3,13 20 23 30,2,13 20 23 30 11,2,13 20 23 30 11 19,2,70 39 51 20,3,70 39 51 20 44,3,70 39 51 20 44 12,3,8 29 39 70,1,8 29 34 39 70,1,8 29 34 39 52 70,1,3 29 34 70,1,3 29 34 70 8,1,3 29 34 70 8 39,1,29 34 70 79,2,8 12 29 44 49,1,3 12 29 49 64 79,2,15 39 58 69,1,15 39 58 69 22,1,15 39 58 69 22 63,1,1.0,1.25,1.5
49797,49798,17494,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 13 20 51,3,6 13 20 51 11,3,6 13 20 51 11 16,3,20 39 53 58,2,20 39 53 58 73,2,20 39 53 58 73 4,3,8 29 39 65,2,8 29 39 65 34,2,8 29 39 65 34 3,3,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 61,3,20 39 53 70,2,20 39 53 70 69,2,20 39 53 70 69 73,2,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 61,3,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 14,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,3,3 34 61 64,2,3 34 61 64 36,2,3 34 61 64 36 70,2,6 15 16 18,1,6 15 16 18 20,2,6 15 16 18 20 23,2,11 13 16 20,1,11 13 16 20 19,2,11 13 16 20 19 23,2,70 20 39 79,2,70 20 39 79 51,3,70 20 39 79 51 31,3,29 34 70 79,0,29 34 54 70 79,1,29 34 39 54 70 79,2,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 61,3,29 34 70 79,0,8 35 44 65 70,1,8 20 35 39 65 70,3,20 49 70 79,1,20 49 70 79 51,2,20 49 70 79 51 66,2,1.0,1.25,1.5
49798,49799,17495,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 13 20 51,0,6 13 20 51 32,0,6 13 20 51 32 11,1,20 39 53 73,1,20 39 53 73 4,1,20 39 53 73 4 58,1,8 29 34 65,3,8 29 34 65 70,3,8 29 34 65 70 3,4,29 34 39 61,2,29 34 39 61 14,3,29 34 39 61 14 54,4,4 20 39 53,1,4 20 39 53 69,1,4 20 39 53 69 26,1,29 34 39 61,2,29 34 39 61 14,3,29 34 39 61 14 54,4,29 34 39 61,2,29 34 39 61 70,2,29 34 39 61 70 54,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,29 34 39 70,1,29 34 39 70 64,2,29 34 39 70 64 60,2,3 4 6 17,2,3 4 6 17 19,2,3 4 6 17 19 20,2,11 13 16 20,1,11 13 16 20 60,1,11 13 16 20 60 51,1,20 39 70 52,1,20 39 70 52 51,1,20 39 70 52 51 24,1,14 29 52 61,3,14 29 52 54 61,4,14 29 52 54 60 61,4,29 34 39 61,2,29 34 39 61 14,3,29 34 39 61 14 54,4,29 34 70 79,1,14 29 65 70 79,2,3 12 29 49 65 79,2,20 39 52 65,2,20 39 52 65 54,3,20 39 52 65 54 51,3,1.0,1.25,1.5
49799,49800,17496,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,11 13 23 51,3,11 13 23 51 6,4,11 13 23 51 6 20,4,20 39 53 73,1,20 39 53 73 4,2,20 39 53 73 4 56,2,29 34 39 52,1,29 34 39 52 61,1,29 34 39 52 61 70,1,3 29 34 39,1,3 29 34 39 73,1,3 29 34 39 73 54,1,20 39 53 58,1,20 39 53 58 4,2,20 39 53 58 4 26,2,3 29 34 39,1,3 29 34 39 73,1,3 29 34 39 73 54,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 61,1,1 2 3 4,2,1 2 3 4 5,3,1 2 3 4 5 6,4,29 34 39 73,1,29 34 39 73 3,1,29 34 39 73 3 31,2,3 8 11 14,1,3 8 11 14 17,2,3 8 11 14 17 23,3,13 16 53 56,1,13 16 53 56 20,1,13 16 53 56 20 60,1,52 20 70 39,0,52 20 70 39 51,1,52 20 70 39 51 44,1,29 34 52 54,1,29 34 52 54 61,1,29 34 52 54 60 61,1,3 29 34 39,1,3 29 34 39 73,1,3 29 34 39 73 54,1,8 34 60 72,1,8 34 52 60 72,1,8 39 54 60 65 70,0,34 52 54 72,1,34 52 54 72 61,1,34 52 54 72 61 3,1,1.0,1.25,1.5
49800,49801,17497,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 11 13 38,3,6 11 13 38 23,4,6 11 13 38 23 36,4,4 20 39 53,0,4 20 39 53 58,0,4 20 39 53 58 73,0,3 29 34 39,1,3 29 34 39 70,2,3 29 34 39 70 61,2,3 29 34 70,2,3 29 34 70 39,2,3 29 34 70 39 54,2,20 39 53 56,1,20 39 53 56 4,1,20 39 53 56 4 51,1,3 29 34 70,2,3 29 34 70 39,2,3 29 34 70 39 54,2,3 29 34 39,1,3 29 34 39 70,2,3 29 34 39 70 61,2,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,2,29 34 39 52,2,29 34 39 52 31,2,29 34 39 52 31 3,2,1 4 5 6,2,1 4 5 6 9,2,1 4 5 6 9 10,2,13 16 53 56,2,13 16 53 56 51,2,13 16 53 56 51 11,3,52 51 70 39,2,52 51 70 39 20,2,52 51 70 39 20 31,2,29 34 70 79,2,8 29 34 39 70,2,8 29 34 39 52 70,3,3 29 34 70,2,3 29 34 70 39,2,3 29 34 70 39 54,2,29 34 70 79,2,22 29 34 70 79,2,22 29 34 61 70 79,2,22 34 51 79,1,22 34 51 79 36,1,22 34 51 79 36 23,2,1.0,1.25,1.5
49803,49804,17499,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 11 13 38,0,6 11 13 38 24,1,6 11 13 38 24 23,1,20 39 53 58,1,20 39 53 58 73,1,20 39 53 58 73 4,1,29 34 39 61,2,29 34 39 61 8,2,29 34 39 61 8 3,2,3 29 34 70,1,3 29 34 70 52,1,3 29 34 70 52 39,2,20 39 53 56,1,20 39 53 56 37,1,20 39 53 56 37 69,2,3 29 34 70,1,3 29 34 70 52,1,3 29 34 70 52 39,2,3 29 39 70,1,3 29 39 70 34,2,3 29 39 70 34 52,2,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 14 29 70,0,3 14 29 70 34,1,3 14 29 70 34 61,1,2 6 7 12,0,2 6 7 12 16,0,2 6 7 12 16 17,1,13 16 53 56,0,13 16 53 56 60,1,13 16 53 56 60 20,1,52 70 24 39,2,52 70 24 39 20,2,52 70 24 39 20 34,3,29 34 52 70,1,8 29 34 52 70,1,8 29 34 39 52 70,2,3 29 34 70,1,3 29 34 70 52,1,3 29 34 70 52 39,2,8 39 52 65,1,8 20 31 39 65,1,8 20 31 39 65 70,1,12 29 38 69,1,12 29 38 69 73,1,12 29 38 69 73 39,2,1.0,1.25,1.5
49804,49805,17500,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 11 13 38,1,6 11 13 38 24,1,6 11 13 38 24 16,1,20 39 53 58,2,20 39 53 58 73,2,20 39 53 58 73 4,3,8 29 34 70,1,8 29 34 70 65,1,8 29 34 70 65 3,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,1,20 39 53 56,1,20 39 53 56 51,1,20 39 53 56 51 4,2,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 49,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,3 29 34 39,1,3 29 34 39 61,2,3 29 34 39 61 35,3,17 24 26 34,1,17 24 26 34 39,1,17 24 26 34 39 42,2,16 51 53 56,0,16 51 53 56 54,1,16 51 53 56 54 60,1,39 52 34 70,1,39 52 34 70 79,1,39 52 34 70 79 6,2,29 34 52 54,2,34 39 54 66 70,3,29 34 39 54 66 70,3,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,1,29 34 70 79,1,29 34 66 70 79,2,29 34 54 66 70 79,3,34 39 69 79,1,34 39 69 79 60,1,34 39 69 79 60 66,2,1.0,1.25,1.5
49805,49806,17501,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 11 13 24,1,6 11 13 24 17,1,6 11 13 24 17 38,2,20 39 53 58,1,20 39 53 58 4,1,20 39 53 58 4 73,1,8 29 34 70,1,8 29 34 70 52,1,8 29 34 70 52 65,2,3 29 34 39,1,3 29 34 39 14,1,3 29 34 39 14 8,1,4 20 39 53,1,4 20 39 53 51,1,4 20 39 53 51 58,1,3 29 34 39,1,3 29 34 39 14,1,3 29 34 39 14 8,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 64,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,3 29 34 39,1,3 29 34 39 12,1,3 29 34 39 12 61,1,4 6 7 19,1,4 6 7 19 20,2,4 6 7 19 20 31,2,16 51 56 60,1,16 51 56 60 53,1,16 51 56 60 53 54,2,39 34 70 44,2,39 34 70 44 52,2,39 34 70 44 52 24,2,29 34 70 79,1,8 34 39 60 70,1,8 29 34 39 60 70,1,3 29 34 39,1,3 29 34 39 14,1,3 29 34 39 14 8,1,29 34 70 79,1,8 39 65 66 70,1,29 34 54 66 70 79,2,34 44 54 61,3,34 44 54 61 66,3,34 44 54 61 66 76,3,1.0,1.25,1.5
49806,49807,17502,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 11 13 34,1,6 11 13 34 44,2,6 11 13 34 44 17,2,20 39 53 58,2,20 39 53 58 73,2,20 39 53 58 73 4,2,3 8 29 34,2,3 8 29 34 39,3,3 8 29 34 39 52,3,29 34 39 64,2,29 34 39 64 54,2,29 34 39 64 54 8,2,4 20 39 53,2,4 20 39 53 58,2,4 20 39 53 58 26,2,29 34 39 64,2,29 34 39 64 54,2,29 34 39 64 54 8,2,29 34 39 64,2,29 34 39 64 52,2,29 34 39 64 52 3,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,29 34 39 64,2,29 34 39 64 49,2,29 34 39 64 49 31,3,2 6 15 20,0,2 6 15 20 21,0,2 6 15 20 21 30,1,16 51 53 56,2,16 51 53 56 60,3,16 51 53 56 60 36,3,34 54 39 52,2,34 54 39 52 44,3,34 54 39 52 44 31,4,29 34 52 54,1,29 34 52 54 61,2,8 29 31 34 52 54,2,29 34 39 64,2,29 34 39 64 54,2,29 34 39 64 54 8,2,8 15 39 65,1,8 15 31 39 65,2,8 15 31 39 54 65,2,20 34 54 63,1,20 34 54 63 65,1,20 34 54 63 65 15,1,1.0,1.25,1.5
49807,49808,17503,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 11 34 38,1,6 11 34 38 13,2,6 11 34 38 13 17,3,20 39 53 58,0,20 39 53 58 4,0,20 39 53 58 4 56,0,8 29 34 39,1,8 29 34 39 61,1,8 29 34 39 61 65,1,29 34 39 70,1,29 34 39 70 52,1,29 34 39 70 52 49,1,4 20 39 53,0,4 20 39 53 56,0,4 20 39 53 56 34,0,29 34 39 70,1,29 34 39 70 52,1,29 34 39 70 52 49,1,29 34 39 70,1,29 34 39 70 49,1,29 34 39 70 49 3,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,29 34 39 52,0,29 34 39 52 60,0,29 34 39 52 60 49,0,3 7 27 30,2,3 7 27 30 31,3,3 7 27 30 31 32,3,16 53 56 60,0,16 53 56 60 36,0,16 53 56 60 36 51,0,39 70 34 54,2,39 70 34 54 44,2,39 70 34 54 44 66,2,34 39 54 70,2,34 39 54 66 70,2,29 34 39 54 66 70,2,29 34 39 70,1,29 34 39 70 52,1,29 34 39 70 52 49,1,29 34 70 79,2,29 34 66 70 79,2,29 34 54 66 70 79,3,34 39 66 70,1,34 39 66 70 44,1,34 39 66 70 44 61,1,1.0,1.25,1.5
49808,49809,17504,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 11 34 38,1,6 11 34 38 13,1,6 11 34 38 13 17,1,20 39 53 58,1,20 39 53 58 56,1,20 39 53 58 56 73,1,8 29 34 39,2,8 29 34 39 3,2,8 29 34 39 3 65,2,3 29 39 70,2,3 29 39 70 34,3,3 29 39 70 34 54,3,4 20 39 53,1,4 20 39 53 56,1,4 20 39 53 56 23,1,3 29 39 70,2,3 29 39 70 34,3,3 29 39 70 34 54,3,3 29 34 39,2,3 29 34 39 70,3,3 29 34 39 70 52,4,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 34 39,2,3 29 34 39 33,2,3 29 34 39 33 64,2,1 3 8 13,1,1 3 8 13 17,1,1 3 8 13 17 18,1,16 53 56 60,0,16 53 56 60 36,0,16 53 56 60 36 13,0,70 54 34 39,2,70 54 34 39 31,2,70 54 34 39 31 20,2,34 54 66 70,2,34 39 54 66 70,2,8 34 39 54 66 70,2,3 29 39 70,2,3 29 39 70 34,3,3 29 39 70 34 54,3,8 39 66 70,1,8 39 65 66 70,1,8 34 39 54 66 70,2,3 8 54 70,1,3 8 54 70 79,1,3 8 54 70 79 31,1,1.0,1.25,1.5
49809,49810,17505,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 23 34 38,0,6 23 34 38 17,1,6 23 34 38 17 26,2,20 39 53 58,0,20 39 53 58 4,0,20 39 53 58 4 56,0,29 34 39 65,0,29 34 39 65 8,0,29 34 39 65 8 70,0,3 14 29 39,0,3 14 29 39 70,0,3 14 29 39 70 12,0,4 20 39 53,0,4 20 39 53 26,1,4 20 39 53 26 58,1,3 14 29 39,0,3 14 29 39 70,0,3 14 29 39 70 12,0,29 34 39 70,0,29 34 39 70 3,0,29 34 39 70 3 61,0,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,14 29 39 61,0,14 29 39 61 34,0,14 29 39 61 34 70,0,1 4 19 21,0,1 4 19 21 26,1,1 4 19 21 26 27,1,16 36 56 60,1,16 36 56 60 51,1,16 36 56 60 51 26,2,70 34 39 54,0,70 34 39 54 51,0,70 34 39 54 51 52,0,34 39 66 70,0,34 39 54 66 70,0,29 34 39 54 66 70,0,3 14 29 39,0,3 14 29 39 70,0,3 14 29 39 70 12,0,29 34 70 79,1,8 39 65 66 70,0,29 34 54 66 70 79,1,34 50 51 70,0,34 50 51 70 52,0,34 50 51 70 52 29,0,1.0,1.25,1.5
49810,49811,17506,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 17 34 38,1,6 17 34 38 26,1,6 17 34 38 26 54,1,20 39 53 58,1,20 39 53 58 4,1,20 39 53 58 4 56,1,8 29 34 70,1,8 29 34 70 3,1,8 29 34 70 3 64,1,3 29 34 70,0,3 29 34 70 39,0,3 29 34 70 39 12,0,4 20 39 53,1,4 20 39 53 56,1,4 20 39 53 56 26,1,3 29 34 70,0,3 29 34 70 39,0,3 29 34 70 39 12,0,3 29 34 39,0,3 29 34 39 70,0,3 29 34 39 70 52,0,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,3 8 29 34,1,3 8 29 34 12,1,3 8 29 34 12 52,1,2 9 13 17,2,2 9 13 17 22,2,2 9 13 17 22 24,2,16 36 56 60,1,16 36 56 60 26,1,16 36 56 60 26 51,1,34 70 31 54,0,34 70 31 54 39,0,34 70 31 54 39 79,0,29 34 70 79,0,34 39 54 66 70,0,29 34 39 54 66 70,0,3 29 34 70,0,3 29 34 70 39,0,3 29 34 70 39 12,0,29 34 70 79,0,8 39 65 66 70,1,29 34 54 66 70 79,0,26 31 69 79,1,26 31 69 79 24,1,26 31 69 79 24 76,1,1.0,1.25,1.5
49811,49812,17507,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 17 34 38,1,6 17 34 38 32,1,6 17 34 38 32 54,1,20 39 53 58,1,20 39 53 58 73,2,20 39 53 58 73 4,2,3 29 39 61,2,3 29 39 61 70,2,3 29 39 61 70 34,2,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 54,1,20 39 53 56,1,20 39 53 56 4,1,20 39 53 56 4 26,1,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 54,1,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 52,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 29 34 39,1,3 29 34 39 8,1,3 29 34 39 8 54,1,6 8 9 13,1,6 8 9 13 16,1,6 8 9 13 16 23,2,16 36 56 60,1,16 36 56 60 26,1,16 36 56 60 26 53,1,34 70 31 54,0,34 70 31 54 6,0,34 70 31 54 6 79,1,34 39 54 70,1,34 39 54 66 70,1,29 34 39 54 66 70,1,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 54,1,29 34 70 79,1,8 35 39 66 70,1,8 35 39 54 66 70,1,23 35 55 69,1,23 35 55 69 8,1,23 35 55 69 8 53,1,1.0,1.25,1.5
49812,49813,17508,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,6 17 34 38,0,6 17 34 38 23,0,6 17 34 38 23 74,0,20 39 53 58,0,20 39 53 58 73,0,20 39 53 58 73 4,1,3 29 61 65,1,3 29 61 65 39,1,3 29 61 65 39 8,1,3 29 34 39,0,3 29 34 39 14,0,3 29 34 39 14 54,0,20 26 39 53,0,20 26 39 53 4,1,20 26 39 53 4 23,1,3 29 34 39,0,3 29 34 39 14,0,3 29 34 39 14 54,0,3 29 34 39,0,3 29 34 39 70,1,3 29 34 39 70 14,1,1 2 3 4,3,1 2 3 4 5,4,1 2 3 4 5 6,4,3 14 29 34,0,3 14 29 34 35,1,3 14 29 34 35 8,1,9 12 14 23,0,9 12 14 23 30,1,9 12 14 23 30 36,1,16 36 53 56,0,16 36 53 56 26,0,16 36 53 56 26 33,0,34 39 61 79,2,34 39 61 79 70,3,34 39 61 79 70 54,3,34 39 54 70,1,34 39 54 66 70,1,8 34 39 54 66 70,1,3 29 34 39,0,3 29 34 39 14,0,3 29 34 39 14 54,0,29 34 70 79,2,8 39 65 66 70,1,29 34 54 66 70 79,2,39 61 73 79,2,39 61 73 79 44,2,39 61 73 79 44 36,2,1.0,1.25,1.5
49815,49816,17510,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,17 34 38 74,1,17 34 38 74 68,2,17 34 38 74 68 40,3,20 39 53 58,1,20 39 53 58 73,1,20 39 53 58 73 56,1,8 29 39 70,0,8 29 39 70 52,0,8 29 39 70 52 61,1,3 29 34 39,0,3 29 34 39 49,1,3 29 34 39 49 61,2,4 20 39 53,1,4 20 39 53 58,1,4 20 39 53 58 51,1,3 29 34 39,0,3 29 34 39 49,1,3 29 34 39 49 61,2,3 29 34 39,0,3 29 34 39 49,1,3 29 34 39 49 70,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,3 20 39 61,1,3 20 39 61 34,1,3 20 39 61 34 64,1,1 2 14 18,3,1 2 14 18 22,3,1 2 14 18 22 25,3,26 30 36 40,1,26 30 36 40 56,1,26 30 36 40 56 60,1,34 70 79 61,2,34 70 79 61 39,2,34 70 79 61 39 66,2,8 34 39 70,0,8 34 39 66 70,0,8 34 39 54 66 70,1,3 29 34 39,0,3 29 34 39 49,1,3 29 34 39 49 61,2,8 39 66 70,0,8 39 65 66 70,0,8 34 39 54 66 70,1,34 39 65 66,0,34 39 65 66 36,0,34 39 65 66 36 49,1,1.0,1.25,1.5
