Train End Draw,Target Draw,Training Size,Research Version,Research Config Hash,M1 Set@4,M1 Hit@4,M1 Set@5,M1 Hit@5,M1 Set@6,M1 Hit@6,M2 Set@4,M2 Hit@4,M2 Set@5,M2 Hit@5,M2 Set@6,M2 Hit@6,M3 Set@4,M3 Hit@4,M3 Set@5,M3 Hit@5,M3 Set@6,M3 Hit@6,M4-A Set@4,M4-A Hit@4,M4-A Set@5,M4-A Hit@5,M4-A Set@6,M4-A Hit@6,M4-B Set@4,M4-B Hit@4,M4-B Set@5,M4-B Hit@5,M4-B Set@6,M4-B Hit@6,M4-C Set@4,M4-C Hit@4,M4-C Set@5,M4-C Hit@5,M4-C Set@6,M4-C Hit@6,M4-D Set@4,M4-D Hit@4,M4-D Set@5,M4-D Hit@5,M4-D Set@6,M4-D Hit@6,M4-E Set@4,M4-E Hit@4,M4-E Set@5,M4-E Hit@5,M4-E Set@6,M4-E Hit@6,M4-F Set@4,M4-F Hit@4,M4-F Set@5,M4-F Hit@5,M4-F Set@6,M4-F Hit@6,M5 Set@4,M5 Hit@4,M5 Set@5,M5 Hit@5,M5 Set@6,M5 Hit@6,M6 Set@4,M6 Hit@4,M6 Set@5,M6 Hit@5,M6 Set@6,M6 Hit@6,Ensemble Set@4,Ensemble Hit@4,Ensemble Set@5,Ensemble Hit@5,Ensemble Set@6,Ensemble Hit@6,M7 Set@4,M7 Hit@4,M7 Set@5,M7 Hit@5,M7 Set@6,M7 Hit@6,M8 Set@4,M8 Hit@4,M8 Set@5,M8 Hit@5,M8 Set@6,M8 Hit@6,M9 Set@4,M9 Hit@4,M9 Set@5,M9 Hit@5,M9 Set@6,M9 Hit@6,M10 Set@4,M10 Hit@4,M10 Set@5,M10 Hit@5,M10 Set@6,M10 Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
48723,48724,16495,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 9 56 79,1,3 9 56 79 15,2,3 9 56 79 15 55,2,8 25 31 66,1,8 25 31 66 72,1,8 25 31 66 72 69,1,8 29 34 61,1,8 29 34 61 44,1,8 29 34 61 44 39,2,8 29 34 39,2,8 29 34 39 3,3,8 29 34 39 3 70,3,8 25 31 72,1,8 25 31 72 10,2,8 25 31 72 10 64,3,8 29 34 39,2,8 29 34 39 3,3,8 29 34 39 3 70,3,29 34 39 70,2,29 34 39 70 3,3,29 34 39 70 3 61,3,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 8 34 39,3,3 8 34 39 70,3,3 8 34 39 70 44,3,2 7 11 27,1,2 7 11 27 29,1,2 7 11 27 29 32,2,32 39 72 79,2,32 39 72 79 29,2,32 39 72 79 29 59,2,61 34 29 72,1,61 34 29 72 65,2,61 34 29 72 65 39,3,29 34 70 79,1,8 29 34 39 70,2,8 29 34 39 65 70,3,8 29 34 39,2,8 29 34 39 3,3,8 29 34 39 3 70,3,29 34 70 79,1,29 34 66 70 79,1,8 29 34 39 66 70,2,29 61 65 70,1,29 61 65 70 66,1,29 61 65 70 66 72,1,1.0,1.25,1.5
48724,48725,16496,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 3 56 65,1,2 3 56 65 9,2,2 3 56 65 9 15,2,8 25 31 66,1,8 25 31 66 72,1,8 25 31 66 72 40,1,3 8 29 34,1,3 8 29 34 65,1,3 8 29 34 65 61,1,3 29 39 70,1,3 29 39 70 8,1,3 29 39 70 8 34,1,8 31 64 72,0,8 31 64 72 10,0,8 31 64 72 10 62,0,3 29 39 70,1,3 29 39 70 8,1,3 29 39 70 8 34,1,3 8 29 70,1,3 8 29 70 39,1,3 8 29 70 39 34,1,1 2 3 4,3,1 2 3 4 5,3,1 2 3 4 5 6,4,3 29 39 64,1,3 29 39 64 17,1,3 29 39 64 17 33,1,2 3 10 15,1,2 3 10 15 16,1,2 3 10 15 16 31,1,31 32 35 39,1,31 32 35 39 72,1,31 32 35 39 72 79,1,34 39 31 65,0,34 39 31 65 3,0,34 39 31 65 3 15,0,8 29 39 70,1,8 29 34 39 70,1,8 29 34 39 65 70,1,3 29 39 70,1,3 29 39 70 8,1,3 29 39 70 8 34,1,8 15 39 66,0,8 35 39 66 70,1,8 35 39 65 66 70,1,3 34 39 65,0,3 34 39 65 31,0,3 34 39 65 31 35,1,1.0,1.25,1.5
48725,48726,16497,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 3 29 56,1,2 3 29 56 35,1,2 3 29 56 35 65,1,8 25 31 66,1,8 25 31 66 72,1,8 25 31 66 72 22,1,8 29 61 70,1,8 29 61 70 3,1,8 29 61 70 3 34,1,3 29 61 70,1,3 29 61 70 39,1,3 29 61 70 39 33,2,25 31 64 72,0,25 31 64 72 8,0,25 31 64 72 8 69,1,3 29 61 70,1,3 29 61 70 39,1,3 29 61 70 39 33,2,3 29 61 70,1,3 29 61 70 39,1,3 29 61 70 39 8,1,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,3 33 61 64,2,3 33 61 64 12,2,3 33 61 64 12 70,2,1 2 4 6,1,1 2 4 6 9,1,1 2 4 6 9 14,1,31 32 35 39,1,31 32 35 39 72,1,31 32 35 39 72 22,1,29 39 34 9,0,29 39 34 9 31,0,29 39 34 9 31 61,1,8 29 39 70,0,8 29 34 39 70,0,8 29 34 39 61 70,1,3 29 61 70,1,3 29 61 70 39,1,3 29 61 70 39 33,2,29 34 70 79,1,8 35 44 65 70,0,8 35 39 44 65 70,0,9 29 35 44,0,9 29 35 44 22,0,9 29 35 44 22 51,0,1.0,1.25,1.5
48726,48727,16498,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 35 56 65,3,3 35 56 65 79,3,3 35 56 65 79 61,3,8 25 31 66,1,8 25 31 66 69,2,8 25 31 66 69 72,3,3 29 61 70,1,3 29 61 70 8,2,3 29 61 70 8 79,2,3 8 29 34,2,3 8 29 34 70,2,3 8 29 34 70 39,2,8 31 62 72,2,8 31 62 72 22,2,8 31 62 72 22 71,2,3 8 29 34,2,3 8 29 34 70,2,3 8 29 34 70 39,2,3 29 34 70,1,3 29 34 70 8,2,3 29 34 70 8 61,2,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,3 8 29 34,2,3 8 29 34 52,3,3 8 29 34 52 70,3,4 5 11 24,1,4 5 11 24 32,1,4 5 11 24 32 33,2,32 35 39 72,2,32 35 39 72 79,2,32 35 39 72 79 75,3,61 79 39 29,0,61 79 39 29 22,0,61 79 39 29 22 32,0,29 34 70 79,0,8 29 34 39 70,1,8 29 34 39 65 70,1,3 8 29 34,2,3 8 29 34 70,2,3 8 29 34 70 39,2,29 34 70 79,0,8 35 39 66 70,2,8 35 39 65 66 70,2,61 66 69 79,1,61 66 69 79 33,2,61 66 69 79 33 76,2,1.0,1.25,1.5
48727,48728,16499,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 56 65 79,2,3 56 65 79 35,2,3 56 65 79 35 21,2,8 25 31 66,1,8 25 31 66 69,1,8 25 31 66 69 72,1,3 8 29 34,2,3 8 29 34 39,3,3 8 29 34 39 65,4,29 34 39 61,4,29 34 39 61 8,4,29 34 39 61 8 70,4,31 64 72 75,2,31 64 72 75 8,2,31 64 72 75 8 10,2,29 34 39 61,4,29 34 39 61 8,4,29 34 39 61 8 70,4,3 29 34 39,3,3 29 34 39 70,3,3 29 34 39 70 61,4,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 39,3,3 29 34 39 61,4,3 29 34 39 61 28,4,3 5 7 8,0,3 5 7 8 27,0,3 5 7 8 27 28,0,32 35 39 72,1,32 35 39 72 62,2,32 35 39 72 62 75,2,61 39 8 64,3,61 39 8 64 52,3,61 39 8 64 52 3,3,8 29 39 70,2,8 29 34 39 70,3,8 29 34 39 65 70,4,29 34 39 61,4,29 34 39 61 8,4,29 34 39 61 8 70,4,8 29 34 70,2,8 29 34 39 70,3,3 8 12 27 49 54,1,3 8 52 64,1,3 8 52 64 35,1,3 8 52 64 35 28,1,1.0,1.25,1.5
48730,48731,16501,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,40 44 65 79,1,40 44 65 79 35,1,40 44 65 79 35 48,1,25 31 66 69,2,25 31 66 69 72,2,25 31 66 69 72 8,3,3 8 29 34,1,3 8 29 34 61,1,3 8 29 34 61 70,1,8 29 61 70,1,8 29 61 70 3,1,8 29 61 70 3 39,1,31 64 66 72,2,31 64 66 72 8,3,31 64 66 72 8 22,3,8 29 61 70,1,8 29 61 70 3,1,8 29 61 70 3 39,1,3 29 61 70,0,3 29 61 70 8,1,3 29 61 70 8 39,1,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,3,12 29 34 61,0,12 29 34 61 76,0,12 29 34 61 76 3,0,1 7 9 14,0,1 7 9 14 19,0,1 7 9 14 19 28,1,32 35 39 69,0,32 35 39 69 49,1,32 35 39 69 49 79,2,34 61 39 65,0,34 61 39 65 64,0,34 61 39 65 64 40,0,8 29 34 70,1,8 29 34 39 70,1,8 29 34 39 65 70,1,8 29 61 70,1,8 29 61 70 3,1,8 29 61 70 3 39,1,8 29 34 70,1,8 29 34 44 70,1,8 29 39 44 65 70,1,9 19 44 70,0,9 19 44 70 63,0,9 19 44 70 63 49,1,1.0,1.25,1.5
48731,48732,16502,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,35 40 44 79,0,35 40 44 79 75,0,35 40 44 79 75 77,0,31 66 69 72,1,31 66 69 72 8,1,31 66 69 72 8 25,1,8 29 61 70,0,8 29 61 70 3,1,8 29 61 70 3 49,1,3 8 34 39,2,3 8 34 39 70,2,3 8 34 39 70 61,2,8 31 64 72,1,8 31 64 72 69,1,8 31 64 72 69 35,1,3 8 34 39,2,3 8 34 39 70,2,3 8 34 39 70 61,2,3 29 34 70,1,3 29 34 70 8,1,3 29 34 70 8 61,1,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 8 34 61,1,3 8 34 61 28,1,3 8 34 61 28 79,1,2 5 6 8,1,2 5 6 8 11,1,2 5 6 8 11 26,1,32 35 39 69,1,32 35 39 69 29,1,32 35 39 69 29 79,1,79 49 34 61,0,79 49 34 61 39,1,79 49 34 61 39 8,1,29 34 70 79,0,8 29 34 39 70,1,8 29 34 35 39 70,1,3 8 34 39,2,3 8 34 39 70,2,3 8 34 39 70 61,2,29 34 70 79,0,8 35 39 66 70,1,8 35 39 65 66 70,2,8 31 49 79,0,8 31 49 79 33,0,8 31 49 79 33 55,1,1.0,1.25,1.5
48732,48733,16503,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 3 40 79,1,2 3 40 79 39,1,2 3 40 79 39 50,1,31 66 69 72,0,31 66 69 72 8,0,31 66 69 72 8 18,0,3 8 29 34,1,3 8 29 34 65,2,3 8 29 34 65 61,2,3 29 39 61,1,3 29 39 61 34,1,3 29 39 61 34 70,2,8 31 72 79,0,8 31 72 79 10,1,8 31 72 79 10 71,1,3 29 39 61,1,3 29 39 61 34,1,3 29 39 61 34 70,2,3 29 39 70,2,3 29 39 70 61,2,3 29 39 70 61 34,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 39 61 70,2,3 39 61 70 12,2,3 39 61 70 12 29,2,2 3 10 15,2,2 3 10 15 18,2,2 3 10 15 18 23,2,32 35 39 40,0,32 35 39 40 72,0,32 35 39 40 72 79,0,39 3 65 54,3,39 3 65 54 50,3,39 3 65 54 50 61,3,8 29 34 39,0,8 29 39 49 65,2,8 29 34 39 52 65,1,3 29 39 61,1,3 29 39 61 34,1,3 29 39 61 34 70,2,8 34 60 72,0,44 60 61 65 72,1,8 29 34 52 60 72,0,3 39 65 72,2,3 39 65 72 51,3,3 39 65 72 51 54,4,1.0,1.25,1.5
48733,48734,16504,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 3 49 65,2,2 3 49 65 75,2,2 3 49 65 75 54,3,31 58 66 69,2,31 58 66 69 72,2,31 58 66 69 72 8,3,8 29 34 61,2,8 29 34 61 3,3,8 29 34 61 3 70,3,8 29 39 61,2,8 29 39 61 3,3,8 29 39 61 3 12,3,8 31 64 72,2,8 31 64 72 3,3,8 31 64 72 3 79,3,8 29 39 61,2,8 29 39 61 3,3,8 29 39 61 3 12,3,3 8 29 61,3,3 8 29 61 70,3,3 8 29 61 70 39,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,12 29 39 61,1,12 29 39 61 34,1,12 29 39 61 34 76,2,1 3 10 20,2,1 3 10 20 21,2,1 3 10 20 21 24,2,32 35 39 40,0,32 35 39 40 79,0,32 35 39 40 79 69,0,65 39 54 3,3,65 39 54 3 34,3,65 39 54 3 34 55,3,8 29 39 70,2,8 29 34 39 70,2,8 29 34 39 65 70,3,8 29 39 61,2,8 29 39 61 3,3,8 29 39 61 3 12,3,29 34 70 79,1,29 34 55 70 79,1,29 34 54 55 70 79,2,3 63 65 70,2,3 63 65 70 54,3,3 63 65 70 54 24,3,1.0,1.25,1.5
48734,48735,16505,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 3 54 56,1,2 3 54 56 65,2,2 3 54 56 65 75,3,31 66 69 72,1,31 66 69 72 8,1,31 66 69 72 8 18,2,3 8 29 70,1,3 8 29 70 39,1,3 8 29 70 39 33,1,8 29 34 39,1,8 29 34 39 61,1,8 29 34 39 61 70,1,8 31 64 72,1,8 31 64 72 10,1,8 31 64 72 10 29,2,8 29 34 39,1,8 29 34 39 61,1,8 29 34 39 61 70,1,3 8 29 61,1,3 8 29 61 39,1,3 8 29 61 39 70,1,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,60 61 64 70,0,60 61 64 70 34,0,60 61 64 70 34 33,0,3 8 11 14,1,3 8 11 14 15,1,3 8 11 14 15 18,2,31 35 39 75,1,31 35 39 75 79,2,31 35 39 75 79 40,2,65 54 39 3,2,65 54 39 3 29,3,65 54 39 3 29 31,3,8 29 34 70,1,8 29 34 39 70,1,8 29 34 39 65 70,2,8 29 34 39,1,8 29 34 39 61,1,8 29 34 39 61 70,1,3 8 33 49,0,8 15 39 60 65,1,3 8 29 33 49 54,2,3 8 29 65,2,3 8 29 65 31,2,3 8 29 65 31 54,3,1.0,1.25,1.5
48735,48736,16506,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,54 56 65 75,1,54 56 65 75 2,1,54 56 65 75 2 3,2,31 66 69 72,3,31 66 69 72 8,4,31 66 69 72 8 18,4,8 29 61 70,2,8 29 61 70 34,2,8 29 61 70 34 3,3,3 8 29 61,3,3 8 29 61 70,3,3 8 29 61 70 39,3,3 31 64 72,2,3 31 64 72 8,3,3 31 64 72 8 54,4,3 8 29 61,3,3 8 29 61 70,3,3 8 29 61 70 39,3,3 29 34 61,2,3 29 34 61 70,2,3 29 34 61 70 8,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 61 64 79,1,3 61 64 79 34,1,3 61 64 79 34 31,1,1 5 11 18,0,1 5 11 18 19,0,1 5 11 18 19 21,1,31 39 71 79,0,31 39 71 79 35,1,31 39 71 79 35 75,1,65 29 79 31,1,65 29 79 31 54,2,65 29 79 31 54 3,3,29 34 70 79,1,8 29 34 39 70,2,29 34 39 65 70 79,1,3 8 29 61,3,3 8 29 61 70,3,3 8 29 61 70 39,3,29 34 70 79,1,29 34 54 70 79,2,29 34 54 61 70 79,2,29 63 65 79,2,29 63 65 79 54,3,29 63 65 79 54 72,4,1.0,1.25,1.5
48736,48737,16507,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 29 54 65,0,3 29 54 65 2,0,3 29 54 65 2 75,0,31 66 69 72,1,31 66 69 72 8,1,31 66 69 72 8 54,1,3 8 29 34,0,3 8 29 34 70,0,3 8 29 34 70 12,0,3 8 29 34,0,3 8 29 34 64,0,3 8 29 34 64 39,0,8 31 55 72,1,8 31 55 72 10,2,8 31 55 72 10 64,2,3 8 29 34,0,3 8 29 34 64,0,3 8 29 34 64 39,0,3 8 29 34,0,3 8 29 34 70,0,3 8 29 34 70 64,0,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,3 29 34 64,0,3 29 34 64 49,0,3 29 34 64 49 33,0,3 8 10 13,2,3 8 10 13 15,3,3 8 10 13 15 16,3,31 35 39 71,0,31 35 39 71 75,0,31 35 39 71 75 61,1,54 65 3 29,0,54 65 3 29 8,0,54 65 3 29 8 31,0,8 29 34 70,0,8 29 34 39 70,0,8 29 34 39 65 70,0,3 8 29 34,0,3 8 29 34 64,0,3 8 29 34 64 39,0,3 8 33 49,0,29 34 54 55 70,0,3 8 29 33 49 54,0,3 8 29 54,0,3 8 29 54 33,0,3 8 29 54 33 55,0,1.0,1.25,1.5
48737,48738,16508,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 29 54 65,0,3 29 54 65 37,0,3 29 54 65 37 75,0,31 66 69 72,2,31 66 69 72 8,2,31 66 69 72 8 58,2,8 29 34 61,1,8 29 34 61 3,1,8 29 34 61 3 70,1,3 12 29 61,1,3 12 29 61 52,1,3 12 29 61 52 70,1,8 31 64 72,1,8 31 64 72 29,1,8 31 64 72 29 52,1,3 12 29 61,1,3 12 29 61 52,1,3 12 29 61 52 70,1,3 29 61 70,1,3 29 61 70 34,1,3 29 61 70 34 52,1,1 2 3 4,2,1 2 3 4 5,3,1 2 3 4 5 6,3,3 12 29 61,1,3 12 29 61 64,1,3 12 29 61 64 34,1,6 10 13 15,1,6 10 13 15 18,1,6 10 13 15 18 20,1,31 35 38 40,1,31 35 38 40 65,1,31 35 38 40 65 75,1,61 65 54 3,1,61 65 54 3 72,2,61 65 54 3 72 29,2,8 29 34 70,0,8 29 34 61 70,1,8 29 31 34 61 70,1,3 12 29 61,1,3 12 29 61 52,1,3 12 29 61 52 70,1,8 29 34 70,0,8 15 31 39 65,0,29 34 52 54 61 72,2,44 52 61 72,2,44 52 61 72 24,2,44 52 61 72 24 60,2,1.0,1.25,1.5
48738,48739,16509,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,2 29 54 65,1,2 29 54 65 3,1,2 29 54 65 3 37,1,31 66 69 72,1,31 66 69 72 8,2,31 66 69 72 8 18,2,3 29 34 70,2,3 29 34 70 61,3,3 29 34 70 61 8,4,8 29 34 39,2,8 29 34 39 3,2,8 29 34 39 3 70,3,8 10 31 72,1,8 10 31 72 64,1,8 10 31 72 64 54,1,8 29 34 39,2,8 29 34 39 3,2,8 29 34 39 3 70,3,29 34 39 70,2,29 34 39 70 3,2,29 34 39 70 3 8,3,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,29 34 39 52,1,29 34 39 52 64,1,29 34 39 52 64 3,1,2 4 5 9,0,2 4 5 9 13,0,2 4 5 9 13 16,0,35 71 75 80,1,35 71 75 80 31,1,35 71 75 80 31 78,1,61 72 65 66,2,61 72 65 66 3,2,61 72 65 66 3 54,2,8 29 34 70,3,8 29 34 39 70,3,8 29 34 39 65 70,3,8 29 34 39,2,8 29 34 39 3,2,8 29 34 39 3 70,3,29 34 70 79,3,29 34 54 70 79,3,29 34 54 66 70 79,4,33 61 66 79,3,33 61 66 79 72,3,33 61 66 79 72 73,3,1.0,1.25,1.5
48739,48740,16510,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 29 37 54,1,3 29 37 54 79,2,3 29 37 54 79 65,2,31 66 69 72,0,31 66 69 72 8,0,31 66 69 72 8 18,1,8 29 61 70,0,8 29 61 70 3,1,8 29 61 70 3 34,1,3 8 29 70,1,3 8 29 70 34,1,3 8 29 70 34 39,1,3 64 72 79,2,3 64 72 79 10,2,3 64 72 79 10 31,2,3 8 29 70,1,3 8 29 70 34,1,3 8 29 70 34 39,1,3 29 34 70,1,3 29 34 70 39,1,3 29 34 70 39 8,1,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 8 29 34,1,3 8 29 34 61,1,3 8 29 34 61 70,1,6 8 11 14,0,6 8 11 14 25,0,6 8 11 14 25 29,0,71 75 79 80,2,71 75 79 80 78,2,71 75 79 80 78 39,2,8 61 79 29,1,8 61 79 29 66,1,8 61 79 29 66 65,1,8 29 39 70,0,8 29 35 70 79,2,8 29 35 39 65 70,1,3 8 29 70,1,3 8 29 70 34,1,3 8 29 70 34 39,1,29 34 70 79,1,29 34 66 70 79,1,8 35 39 65 66 70,1,29 61 70 79,1,29 61 70 79 8,1,29 61 70 79 8 66,1,1.0,1.25,1.5
48742,48743,16512,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 5 54 79,1,3 5 54 79 30,1,3 5 54 79 30 24,1,8 31 66 69,1,8 31 66 69 72,1,8 31 66 69 72 18,2,3 8 29 70,1,3 8 29 70 44,1,3 8 29 70 44 65,1,8 29 39 70,1,8 29 39 70 34,1,8 29 39 70 34 64,1,55 64 72 79,2,55 64 72 79 8,2,55 64 72 79 8 31,2,8 29 39 70,1,8 29 39 70 34,1,8 29 39 70 34 64,1,8 29 34 70,1,8 29 34 70 39,1,8 29 34 70 39 3,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,29 34 39 64,1,29 34 39 64 8,1,29 34 39 64 8 49,2,3 5 7 8,1,3 5 7 8 12,2,3 5 7 8 12 13,3,5 9 69 75,1,5 9 69 75 79,2,5 9 69 75 79 39,2,8 3 66 49,2,8 3 66 49 29,3,8 3 66 49 29 61,3,8 29 39 70,1,8 29 39 65 70,1,8 29 39 65 66 70,2,8 29 39 70,1,8 29 39 70 34,1,8 29 39 70 34 64,1,29 34 70 79,2,29 34 66 70 79,3,29 34 54 66 70 79,3,3 8 44 64,0,3 8 44 64 49,1,3 8 44 64 49 34,1,1.0,1.25,1.5
48743,48744,16513,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 29 54 79,1,3 29 54 79 49,1,3 29 54 79 49 30,2,8 31 66 69,0,8 31 66 69 72,0,8 31 66 69 72 18,0,3 8 29 61,0,3 8 29 61 34,1,3 8 29 61 34 70,1,3 29 61 70,0,3 29 61 70 52,0,3 29 61 70 52 35,0,3 66 72 79,1,3 66 72 79 71,1,3 66 72 79 71 18,1,3 29 61 70,0,3 29 61 70 52,0,3 29 61 70 52 35,0,3 29 61 70,0,3 29 61 70 52,0,3 29 61 70 52 34,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 29 52 61,0,3 29 52 61 64,0,3 29 52 61 64 35,0,2 6 7 12,1,2 6 7 12 13,1,2 6 7 12 13 18,1,5 9 69 79,2,5 9 69 79 75,3,5 9 69 79 75 39,3,8 29 79 3,1,8 29 79 3 49,1,8 29 79 3 49 55,1,29 34 70 79,2,8 29 35 70 79,1,8 29 35 65 70 79,1,3 29 61 70,0,3 29 61 70 52,0,3 29 61 70 52 35,0,29 50 70 79,1,29 50 65 70 79,1,29 34 54 66 70 79,2,29 49 55 79,1,29 49 55 79 66,1,29 49 55 79 66 50,1,1.0,1.25,1.5
48744,48745,16514,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 29 77 79,0,3 29 77 79 49,0,3 29 77 79 49 30,0,31 66 69 72,4,31 66 69 72 8,4,31 66 69 72 8 18,5,3 29 61 70,0,3 29 61 70 8,0,3 29 61 70 8 34,0,3 8 29 70,0,3 8 29 70 34,0,3 8 29 70 34 61,0,8 66 72 79,2,8 66 72 79 29,2,8 66 72 79 29 75,2,3 8 29 70,0,3 8 29 70 34,0,3 8 29 70 34 61,0,29 34 61 70,0,29 34 61 70 3,0,29 34 61 70 3 64,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,15 29 34 64,1,15 29 34 64 49,1,15 29 34 64 49 3,1,9 12 14 15,1,9 12 14 15 20,1,9 12 14 15 20 22,2,9 39 75 79,1,9 39 75 79 5,1,9 39 75 79 5 19,1,29 8 15 79,0,29 8 15 79 3,0,29 8 15 79 3 49,0,8 29 34 70,0,8 29 34 70 79,0,8 29 34 65 70 79,0,3 29 34 70,0,3 29 34 70 8,0,3 29 34 70 8 61,0,29 34 70 79,0,29 34 66 70 79,1,8 29 34 66 70 79,1,9 34 44 79,1,9 34 44 79 12,1,9 34 44 79 12 15,1,1.0,1.25,1.5
48745,48746,16515,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 18 77 79,2,3 18 77 79 49,2,3 18 77 79 49 59,2,31 66 69 72,1,31 66 69 72 8,1,31 66 69 72 8 18,1,8 29 34 61,0,8 29 34 61 3,0,8 29 34 61 3 70,0,3 29 34 70,0,3 29 34 70 61,0,3 29 34 70 61 8,0,31 66 72 79,2,31 66 72 79 8,2,31 66 72 79 8 54,2,3 29 61 70,0,3 29 61 70 34,0,3 29 61 70 34 8,0,3 29 61 70,0,3 29 61 70 39,1,3 29 61 70 39 34,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 28 29 61,0,3 28 29 61 70,0,3 28 29 61 70 12,0,1 9 10 18,1,1 9 10 18 22,2,1 9 10 18 22 23,3,9 39 69 75,1,9 39 69 75 79,2,9 39 69 75 79 5,2,8 66 79 9,2,8 66 79 9 3,2,8 66 79 9 3 49,2,8 29 34 70,0,8 29 34 39 70,1,8 29 34 39 65 70,1,3 29 34 70,0,3 29 34 70 61,0,3 29 34 70 61 8,0,29 34 70 79,1,29 34 66 70 79,2,8 29 34 39 66 70,2,9 33 64 66,1,9 33 64 66 63,1,9 33 64 66 63 60,1,1.0,1.25,1.5
48746,48747,16516,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,21 66 77 79,0,21 66 77 79 18,0,21 66 77 79 18 3,1,31 66 69 72,0,31 66 69 72 8,0,31 66 69 72 8 18,0,3 8 29 70,2,3 8 29 70 34,2,3 8 29 70 34 61,2,3 29 39 70,2,3 29 39 70 8,2,3 29 39 70 8 61,2,55 64 66 72,1,55 64 66 72 8,1,55 64 66 72 8 69,1,3 29 39 70,2,3 29 39 70 8,2,3 29 39 70 8 61,2,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 8,2,1 2 3 4,3,1 2 3 4 5,3,1 2 3 4 5 6,4,29 34 39 64,2,29 34 39 64 49,2,29 34 39 64 49 70,2,1 14 16 19,2,1 14 16 19 21,2,1 14 16 19 21 22,3,9 19 39 59,0,9 19 39 59 79,0,9 19 39 59 79 49,0,66 8 29 79,1,66 8 29 79 60,1,66 8 29 79 60 55,1,8 29 39 49,1,3 8 29 39 49,2,8 29 34 39 60 70,1,3 29 39 70,2,3 29 39 70 8,2,3 29 39 70 8 61,2,8 39 66 70,0,8 29 34 60 70,1,8 29 34 39 66 70,1,22 39 66 79,1,22 39 66 79 74,1,22 39 66 79 74 51,1,1.0,1.25,1.5
