Train End Draw,Target Draw,Training Size,Strategy Version,Config Version,Config Hash,M1 Top6,M1 Hit@4,M1 Hit@5,M1 Hit@6,M2 Top6,M2 Hit@4,M2 Hit@5,M2 Hit@6,M3 Top6,M3 Hit@4,M3 Hit@5,M3 Hit@6,M4 Top6,M4 Hit@4,M4 Hit@5,M4 Hit@6,M5 Top6,M5 Hit@4,M5 Hit@5,M5 Hit@6,M6 Top6,M6 Hit@4,M6 Hit@5,M6 Hit@6,Ensemble Top6,Ensemble Hit@4,Ensemble Hit@5,Ensemble Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
31522,31523,574,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 27 44 48 37 4,0,0,0,10 57 61 74 75 22,2,2,2,22 34 42 57 23 66,2,3,4,34 35 42 57 66 73,2,3,3,1 2 7 10 16 17,1,1,2,32 34 36 37 42 31,1,2,3,34 35 22 57 46 79,1,1,1,1.0,1.25,1.5
31523,31524,575,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 44 45 62 48 37,1,1,2,10 57 61 74 75 22,0,0,0,22 23 35 57 42 73,1,1,1,22 35 42 57 34 73,0,0,0,1 13 17 23 24 25,2,2,2,32 34 36 37 31 42,1,1,1,36 34 42 22 57 61,0,0,0,1.0,1.25,1.5
31524,31525,576,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 37 44 62 7 41,2,2,2,10 57 61 75 74 22,1,2,3,22 34 35 57 44 23,2,2,2,22 34 57 66 35 42,2,3,3,3 6 13 14 15 18,0,0,0,32 34 36 37 46 42,0,1,1,34 44 36 22 27 52,1,2,2,1.0,1.25,1.5
31527,31528,578,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,27 44 45 77 23 49,1,1,1,10 57 61 74 75 36,0,0,0,22 34 42 57 66 35,0,0,0,22 34 35 66 42 57,0,0,0,2 6 12 14 15 19,1,1,1,32 36 42 46 34 37,2,2,2,22 36 27 34 42 61,1,1,1,1.0,1.25,1.5
31528,31529,579,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 44 77 33 45,1,1,2,10 57 61 74 75 36,1,1,1,22 23 34 66 73 46,1,2,2,22 34 42 57 35 3,0,1,1,2 8 13 16 25 26,1,1,1,32 36 42 46 37 47,0,0,0,22 46 27 34 42 44,0,0,0,1.0,1.25,1.5
31529,31530,580,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 33 44 62 77,1,2,2,57 61 74 75 10 36,0,0,0,22 57 66 73 35 42,1,1,1,35 42 57 66 23 73,0,0,1,2 9 11 12 19 21,0,0,0,32 36 37 42 22 72,0,0,1,22 27 35 42 61 73,1,1,2,1.0,1.25,1.5
31530,31531,581,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 62 78 77 44,3,3,3,57 61 74 75 10 36,1,1,1,27 35 57 73 22 46,1,1,1,3 34 42 57 35 14,0,0,0,3 4 14 15 25 27,1,1,2,32 36 37 46 42 34,1,1,1,27 46 22 73 29 14,1,1,1,1.0,1.25,1.5
31531,31532,582,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 62 78 77 49,2,2,2,57 61 74 75 10 36,0,0,1,22 27 57 66 34 23,2,3,3,22 34 42 73 28 57,2,2,2,1 2 4 26 27 37,0,1,1,32 36 37 42 46 47,1,1,1,27 46 22 38 73 62,2,2,2,1.0,1.25,1.5
31532,31533,583,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 62 78 77 14,1,1,2,57 61 74 75 10 36,1,2,2,22 34 42 57 35 27,1,1,1,22 23 34 35 42 61,0,1,1,7 9 11 14 17 19,1,1,1,32 34 36 37 42 46,0,1,1,22 27 46 34 36 14,0,0,1,1.0,1.25,1.5
31533,31534,584,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,14 27 62 78 77 52,0,0,0,10 57 61 74 75 36,2,2,2,22 34 35 57 42 23,2,3,3,22 35 42 57 23 14,2,2,2,1 10 12 14 24 26,0,0,0,32 34 36 42 72 22,2,2,2,27 22 14 42 46 34,1,1,2,1.0,1.25,1.5
31534,31535,585,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 14 25 27 62 78,1,1,1,10 57 61 74 75 36,0,0,0,22 23 34 57 35 73,2,2,3,22 34 42 57 35 66,2,2,3,2 3 5 8 9 16,2,2,3,32 34 36 42 44 22,1,1,2,42 34 14 22 2 57,2,3,3,1.0,1.25,1.5
31535,31536,586,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,25 27 62 78 23 2,1,2,2,10 57 61 74 75 36,1,2,2,22 23 42 73 57 13,1,1,1,22 42 57 73 35 23,0,0,1,2 8 13 16 17 22,1,1,1,22 32 34 42 72 44,1,2,2,22 42 2 73 79 29,0,0,0,1.0,1.25,1.5
31536,31537,587,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 23 62 78 17 27,0,0,0,10 57 61 74 75 36,3,4,4,22 35 42 57 23 9,1,1,1,14 22 42 57 34 35,1,2,2,1 3 4 12 16 18,0,0,0,22 32 42 72 44 34,0,1,2,42 22 34 46 73 14,1,2,2,1.0,1.25,1.5
31539,31540,589,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 62 78 33 25,3,3,3,10 57 61 74 75 79,1,1,1,22 42 66 79 23 34,1,2,2,22 35 42 57 34 73,1,1,2,6 9 13 18 23 24,1,2,2,22 42 44 72 32 74,1,1,1,73 79 29 27 42 34,2,3,3,1.0,1.25,1.5
31540,31541,590,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 62 78 73 26,2,2,2,10 61 74 75 57 79,0,0,0,22 34 42 57 23 27,0,1,1,35 42 57 73 34 22,0,0,0,5 9 10 12 20 23,0,0,1,22 32 42 72 44 24,0,0,0,73 27 42 79 29 34,0,0,0,1.0,1.25,1.5
31541,31542,591,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 27 62 78 73 2,2,2,3,10 61 74 75 57 79,2,2,2,23 57 66 73 22 5,0,0,1,3 22 42 57 34 66,1,2,2,1 13 17 19 23 28,1,1,2,22 24 42 72 44 74,1,1,2,73 42 38 46 23 29,1,1,1,1.0,1.25,1.5
31542,31543,592,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 23 62 78 27 73,1,1,2,10 61 74 75 57 79,1,1,1,22 23 34 57 42 73,0,1,2,34 42 57 66 22 35,1,1,1,2 5 8 9 13 15,0,1,1,22 24 42 72 74 44,1,2,2,42 34 73 27 62 59,2,2,3,1.0,1.25,1.5
31543,31544,593,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,28 59 62 73 78 23,0,0,0,10 61 74 75 79 57,0,1,1,22 23 42 57 51 5,1,2,2,22 34 35 42 57 23,1,1,1,13 14 16 18 25 28,0,0,0,22 42 72 74 24 44,1,2,2,73 42 34 28 16 79,0,0,1,1.0,1.25,1.5
31544,31545,594,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 59 62 78 28 23,0,0,1,10 61 74 75 79 38,0,0,0,22 23 34 57 42 35,1,1,1,22 34 64 73 42 28,1,1,1,9 12 15 17 22 24,1,1,2,22 42 72 74 78 24,0,0,1,73 42 27 79 34 22,1,1,1,1.0,1.25,1.5
31545,31546,595,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,23 59 62 73 13 78,0,1,1,10 61 74 75 79 73,1,2,2,13 23 35 66 34 42,1,1,2,23 34 42 57 22 73,1,2,2,1 3 6 7 12 13,0,0,1,22 42 72 74 24 78,3,4,4,73 42 23 27 13 34,1,2,2,1.0,1.25,1.5
31546,31547,596,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 24 42 59 23 60,1,2,2,10 61 74 75 79 38,3,3,3,22 34 42 57 23 13,1,2,2,22 34 42 57 23 35,1,2,2,8 10 13 14 16 20,1,1,1,22 24 42 72 74 44,2,2,2,42 73 22 38 79 34,1,1,1,1.0,1.25,1.5
31547,31548,597,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 23 42 59 24 60,2,2,2,10 61 74 75 79 12,2,2,2,22 23 34 57 42 51,2,3,3,22 42 66 73 23 34,2,2,3,1 10 12 23 31 32,1,2,2,22 42 72 74 24 78,2,2,2,42 73 23 22 79 34,2,2,3,1.0,1.25,1.5
31548,31549,598,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 23 24 42 59 45,3,3,3,10 61 74 79 75 54,1,1,1,22 23 34 42 57 13,3,3,4,22 23 34 42 35 57,3,4,4,7 10 13 16 17 19,2,2,2,22 24 42 72 74 44,2,3,3,42 22 34 73 23 16,2,3,4,1.0,1.25,1.5
31551,31552,600,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 23 42 64 59 78,1,1,1,10 61 74 79 62 75,3,3,4,22 34 42 57 9 23,2,2,2,22 34 42 66 23 35,1,1,1,2 3 7 9 11 14,0,1,2,22 24 42 72 74 44,1,1,1,42 22 23 73 34 13,1,1,1,1.0,1.25,1.5
31552,31553,601,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 23 30 42 41 59,0,0,1,10 61 74 79 75 62,3,3,3,22 34 42 57 23 51,0,0,0,22 23 34 42 57 73,0,0,0,4 8 10 11 14 17,1,1,2,22 42 72 74 44 24,2,3,3,42 22 79 23 73 30,0,0,0,1.0,1.25,1.5
31553,31554,602,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 30 42 59 77 17,0,0,0,10 61 74 79 75 12,0,1,2,22 23 34 57 42 13,0,0,0,23 35 42 73 22 61,0,0,0,10 12 16 17 20 27,2,2,3,22 42 72 74 24 44,1,1,1,42 12 27 38 10 22,2,2,2,1.0,1.25,1.5
31554,31555,603,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 30 42 77 17 45,1,2,2,10 61 74 75 62 79,0,0,0,22 23 34 42 46 35,0,1,1,22 34 42 57 35 3,0,0,0,1 9 12 15 16 19,0,0,0,12 22 42 72 24 44,0,0,0,42 62 27 12 22 16,0,0,0,1.0,1.25,1.5
31555,31556,604,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 17 42 77 45 12,2,3,3,10 61 62 74 75 12,1,1,1,13 34 42 57 22 23,1,2,2,22 35 42 57 34 28,3,3,3,2 5 8 11 13 14,2,2,2,12 22 42 72 24 44,2,2,3,42 13 27 12 38 16,2,2,2,1.0,1.25,1.5
31556,31557,605,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 17 41 42 77 30,1,1,1,10 61 62 74 79 27,0,0,0,22 34 42 61 23 57,1,2,2,22 34 42 66 23 35,1,2,2,2 8 9 17 19 20,1,1,1,12 22 42 72 24 44,2,2,2,42 22 61 27 14 13,1,1,2,1.0,1.25,1.5
31575,31576,607,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 41 42 77 13 48,1,1,2,10 12 16 38 61 62,1,1,1,13 23 42 66 22 9,1,1,1,22 34 42 57 23 16,2,2,2,5 15 18 21 22 23,1,1,1,12 22 42 72 24 44,1,2,2,42 22 23 13 27 16,1,1,1,1.0,1.25,1.5
31576,31577,608,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 41 42 48 77 33,1,1,1,10 12 16 61 74 75,3,3,3,3 13 22 23 42 35,0,1,1,22 34 42 57 35 23,2,2,2,3 5 6 7 10 14,0,1,1,12 22 42 72 24 44,2,3,3,42 22 23 14 13 27,1,1,1,1.0,1.25,1.5
31577,31578,609,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,33 41 42 48 17 12,0,1,1,10 12 16 61 75 42,2,2,2,22 34 42 57 13 23,1,2,3,14 22 34 42 57 23,1,1,2,1 4 10 12 16 18,1,2,2,12 22 42 72 44 48,1,1,1,42 22 16 10 12 14,3,3,3,1.0,1.25,1.5
31578,31579,610,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 41 42 48 16 10,0,1,2,10 16 61 75 12 42,2,2,2,13 22 23 42 9 73,1,2,3,22 42 57 73 66 13,2,2,3,9 10 13 16 17 19,4,4,4,12 22 24 42 72 23,1,1,1,42 22 13 16 23 10,2,2,3,1.0,1.25,1.5
31579,31580,611,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 41 42 48 16 31,2,3,3,10 16 61 75 12 42,1,1,1,23 42 57 73 22 34,1,2,2,22 42 46 73 34 35,1,1,1,2 3 7 9 10 13,1,1,1,12 22 42 72 23 24,1,1,2,42 22 16 13 27 23,2,2,2,1.0,1.25,1.5
31580,31581,612,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,16 17 41 48 9 22,1,1,2,10 16 61 75 12 27,1,1,1,22 23 42 57 34 9,1,1,1,22 42 46 57 34 23,2,2,2,1 9 14 15 16 20,1,1,1,12 22 23 42 24 28,1,1,1,22 42 16 9 57 13,1,1,2,1.0,1.25,1.5
31581,31582,613,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 16 22 33 41 48,1,2,3,10 16 61 75 12 27,2,2,2,22 23 27 51 42 13,1,1,1,22 42 57 66 46 13,0,0,0,1 3 13 19 22 32,1,1,1,12 22 23 42 13 72,0,0,0,22 13 42 16 57 79,1,1,1,1.0,1.25,1.5
31582,31583,614,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,16 41 48 77 9 64,1,1,1,10 16 61 75 12 73,1,1,1,13 22 23 42 57 73,1,2,2,22 42 57 73 35 13,2,2,2,4 5 16 19 20 29,1,2,2,12 22 23 42 13 72,1,1,1,22 13 42 16 9 73,2,2,2,1.0,1.25,1.5
31583,31584,615,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,16 22 41 48 24 51,0,0,1,10 16 61 75 12 57,0,0,0,22 34 42 57 73 23,2,2,2,22 34 42 57 35 52,2,2,3,1 8 15 16 20 22,1,1,1,12 22 23 42 72 13,1,1,1,22 16 57 42 27 73,1,1,1,1.0,1.25,1.5
31584,31585,616,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,16 22 48 51 24 40,2,3,3,10 16 61 75 12 42,2,2,2,22 23 34 42 13 51,1,1,1,22 42 57 73 27 66,2,2,2,3 5 8 11 14 26,0,0,0,12 22 23 42 72 13,1,1,1,22 42 27 57 51 13,1,1,1,1.0,1.25,1.5
31587,31588,618,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,20 22 24 51 60 63,1,1,1,10 16 61 75 12 22,0,1,2,22 34 42 57 23 35,2,2,3,22 34 42 73 14 57,3,4,4,6 8 12 20 22 26,2,3,4,12 13 22 72 23 17,3,3,4,22 42 16 73 51 20,3,3,3,1.0,1.25,1.5
31588,31589,619,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,20 22 24 40 51 60,0,0,0,10 16 61 75 12 22,2,3,3,22 34 42 57 9 51,1,1,1,22 42 57 73 14 23,2,2,2,4 8 12 14 15 17,2,2,2,12 13 22 72 17 42,1,1,2,22 42 73 16 15 57,2,2,2,1.0,1.25,1.5
31589,31590,620,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,22 24 40 51 60 16,1,1,2,10 12 16 61 75 22,1,1,2,22 23 42 57 13 74,3,3,3,20 22 42 57 34 35,3,3,3,1 2 5 8 12 19,3,3,3,12 13 22 72 52 42,1,1,2,42 22 73 16 15 51,3,4,4,1.0,1.25,1.5
31590,31591,621,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 22 24 42 51 60,2,2,2,10 12 16 75 22 42,0,0,1,16 22 42 73 57 23,1,1,1,16 22 34 42 57 3,1,1,2,1 2 5 14 15 16,2,2,2,12 13 22 72 17 52,2,2,3,22 42 16 73 57 15,1,1,1,1.0,1.25,1.5
31591,31592,622,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 22 42 60 51 47,1,1,2,10 12 16 75 22 42,0,0,0,22 23 34 42 13 57,1,1,1,22 35 42 57 16 73,0,0,1,1 3 5 8 13 18,0,0,1,12 13 22 72 42 52,0,0,0,42 22 16 73 57 13,1,1,1,1.0,1.25,1.5
31592,31593,623,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,40 53 60 73 22 47,0,0,0,10 12 16 74 75 22,2,3,3,22 42 57 73 23 27,1,1,2,22 35 42 73 57 14,0,1,2,2 9 11 17 18 23,0,0,0,12 13 22 72 42 52,0,0,1,73 22 42 27 16 57,1,2,3,1.0,1.25,1.5
31593,31594,624,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,22 40 60 73 47 16,1,1,1,10 12 16 74 75 27,1,1,1,22 27 34 42 23 57,0,1,2,16 22 34 42 29 27,0,0,0,1 3 4 14 16 19,1,1,1,12 13 22 72 52 42,0,1,1,16 22 27 73 42 52,0,0,1,1.0,1.25,1.5
31594,31595,625,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 40 53 60 73 22,2,2,2,10 12 16 74 75 27,1,1,2,22 42 57 73 23 66,0,1,1,22 42 57 73 14 34,0,0,0,2 4 9 10 18 23,2,2,3,12 13 22 72 42 52,0,0,0,73 22 42 57 16 27,0,0,1,1.0,1.25,1.5
31595,31596,626,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 8 40 60 53 22,1,1,2,10 12 16 27 61 74,0,0,0,13 22 23 42 57 9,2,3,3,22 35 42 57 13 73,3,3,3,1 3 8 9 10 15,1,1,1,12 13 22 72 42 2,1,2,2,27 22 42 73 57 52,2,3,4,1.0,1.25,1.5
31596,31597,627,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 8 40 52 1 53,1,1,2,10 16 22 27 42 61,2,3,3,22 34 42 57 13 23,1,1,1,16 22 42 57 73 34,2,2,2,5 6 8 11 19 22,2,2,2,2 12 22 52 13 42,0,0,1,22 42 57 52 27 16,1,1,2,1.0,1.25,1.5
31599,31600,629,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 8 42 56 53 37,1,2,2,10 16 22 42 75 27,3,3,3,22 27 34 42 57 9,1,1,1,22 34 42 57 35 14,1,1,1,3 6 14 18 19 20,1,1,2,2 11 12 13 22 42,0,0,1,22 42 57 20 14 27,2,2,2,1.0,1.25,1.5
31600,31601,630,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 40 42 56 47 8,0,0,0,10 16 22 42 75 27,1,1,2,22 34 42 57 10 23,1,1,1,22 42 57 73 34 14,1,1,2,1 6 10 16 20 21,1,1,1,2 11 12 42 52 22,1,1,1,42 22 16 20 57 27,1,2,3,1.0,1.25,1.5
31601,31602,631,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,42 47 53 56 3 18,1,1,2,10 16 22 27 42 61,1,1,1,22 23 42 57 73 34,2,2,2,22 34 42 57 20 35,1,1,1,2 3 4 14 16 18,0,1,2,2 11 12 42 52 13,0,1,1,42 27 57 22 16 20,1,2,2,1.0,1.25,1.5
31602,31603,632,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 42 47 56 53 5,1,2,2,10 16 22 27 42 61,1,2,2,22 23 42 57 34 73,2,2,2,20 22 42 57 73 34,2,2,2,6 8 9 15 16 18,1,1,1,11 12 13 18 2 52,2,2,2,42 57 52 22 16 14,2,2,3,1.0,1.25,1.5
31603,31604,633,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,42 47 53 56 25 57,1,2,2,10 16 22 42 27 61,0,0,1,22 23 34 42 9 57,0,1,1,16 22 42 57 35 3,0,0,0,7 12 13 14 15 22,2,2,2,11 12 13 52 2 22,2,2,2,42 22 57 16 14 27,0,0,0,1.0,1.25,1.5
31604,31605,634,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 25 47 53 56 57,1,2,3,10 16 22 42 27 61,0,1,1,22 27 42 57 3 23,2,2,2,14 22 42 57 35 3,1,2,2,6 7 9 11 13 18,1,2,2,11 12 13 18 17 19,2,2,3,42 57 20 27 22 14,2,2,2,1.0,1.25,1.5
31605,31606,635,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,25 53 56 57 18 47,0,0,0,10 16 27 42 22 57,1,2,2,9 22 34 42 73 23,2,2,2,16 35 42 57 23 14,2,2,3,11 13 19 25 27 28,2,2,3,11 12 13 18 17 19,1,1,2,57 42 27 16 22 20,1,2,2,1.0,1.25,1.5
31606,31607,636,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 36 47 56 53 3,1,2,2,10 16 22 27 42 57,1,2,3,22 34 42 57 13 23,2,3,3,3 22 42 57 16 73,2,3,3,1 2 8 13 14 15,3,3,3,11 12 13 15 18 19,2,2,2,42 57 19 13 22 52,3,3,3,1.0,1.25,1.5
31607,31608,637,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 36 53 56 57 18,1,1,1,10 16 22 27 42 57,1,1,1,22 42 57 73 13 23,1,1,1,22 42 57 73 16 27,1,2,2,2 8 11 13 16 21,1,2,2,11 12 13 19 17 18,1,1,1,57 42 16 13 22 19,1,1,1,1.0,1.25,1.5
31611,31612,639,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 36 53 64 69 57,1,1,1,16 22 27 42 10 57,0,0,0,13 22 27 42 57 23,0,0,0,3 22 42 57 35 16,0,0,0,1 7 11 19 22 25,2,2,2,11 12 13 18 52 17,1,2,2,57 22 42 16 19 13,0,0,0,1.0,1.25,1.5
31612,31613,640,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 11 36 69 64 20,3,3,4,16 22 27 42 10 57,1,1,1,22 34 42 57 51 27,0,0,1,14 22 42 57 16 73,0,0,0,6 7 11 14 20 21,1,2,2,11 12 13 17 18 19,1,1,2,42 57 22 51 19 11,0,1,2,1.0,1.25,1.5
31613,31614,641,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 11 19 36 69 53,0,1,1,10 16 22 27 42 57,2,3,3,22 27 42 57 13 73,2,2,2,22 35 42 57 14 23,1,1,1,11 15 19 20 23 27,1,1,2,11 12 13 17 19 18,1,1,2,42 57 19 22 20 16,1,1,2,1.0,1.25,1.5
31614,31615,642,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 11 36 69 53 20,1,1,1,16 22 27 42 10 57,0,0,0,22 27 42 57 34 23,0,0,1,22 35 42 57 16 23,0,0,1,5 7 8 9 15 16,2,2,2,11 12 13 17 19 16,2,2,2,16 42 27 15 57 52,0,0,1,1.0,1.25,1.5
31615,31616,643,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 11 29 69 6 36,0,1,1,16 22 27 42 61 10,1,1,1,22 42 51 57 13 66,1,1,2,20 22 42 57 16 35,0,1,1,5 6 7 12 13 23,2,2,2,11 12 17 19 16 13,1,2,2,13 16 42 57 52 22,1,2,2,1.0,1.25,1.5
31616,31617,644,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 11 52 69 36 6,2,2,2,16 27 42 61 22 57,1,1,1,22 23 42 57 73 51,0,0,1,22 42 57 73 3 16,0,0,1,1 2 4 6 12 16,1,2,3,11 12 16 17 13 19,4,4,4,16 51 13 52 42 27,2,2,2,1.0,1.25,1.5
31617,31618,645,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 11 52 69 36 51,2,2,2,16 22 27 42 61 10,0,0,0,22 34 42 57 52 16,0,0,0,16 22 23 42 73 79,0,0,0,4 10 11 12 16 17,2,2,2,11 12 17 20 16 19,1,1,2,16 51 52 13 27 44,0,0,0,1.0,1.25,1.5
31618,31619,646,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 11 51 52 69 36,1,2,2,16 22 27 42 61 74,1,2,2,3 22 42 57 27 51,1,1,2,14 16 42 57 34 22,0,0,1,2 3 4 7 11 18,1,1,1,11 12 17 19 16 13,0,0,0,16 11 19 51 59 42,1,1,1,1.0,1.25,1.5
31619,31620,647,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 11 51 69 25 77,0,0,0,16 27 42 61 22 10,1,1,1,13 22 42 57 51 9,2,2,2,16 22 42 57 3 20,2,3,4,4 10 20 21 22 25,1,1,1,11 12 17 19 14 16,0,1,1,51 22 16 13 11 44,0,0,0,1.0,1.25,1.5
31620,31621,648,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 11 51 69 59 31,2,2,2,16 27 42 61 22 75,2,3,4,22 23 42 57 13 27,2,2,3,22 42 52 57 73 14,2,2,2,3 8 14 20 23 29,0,1,2,11 12 17 19 16 13,2,3,3,51 42 57 16 20 19,1,1,1,1.0,1.25,1.5
