Train End Draw,Target Draw,Training Size,Strategy Version,Config Version,Config Hash,M1 Top6,M1 Hit@4,M1 Hit@5,M1 Hit@6,M2 Top6,M2 Hit@4,M2 Hit@5,M2 Hit@6,M3 Top6,M3 Hit@4,M3 Hit@5,M3 Hit@6,M4 Top6,M4 Hit@4,M4 Hit@5,M4 Hit@6,M5 Top6,M5 Hit@4,M5 Hit@5,M5 Hit@6,M6 Top6,M6 Hit@4,M6 Hit@5,M6 Hit@6,Ensemble Top6,Ensemble Hit@4,Ensemble Hit@5,Ensemble Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
47955,47956,15778,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 13 22 66 17 53,1,1,1,12 22 28 80 16 33,1,1,1,8 29 61 70 34 39,1,1,2,29 34 39 70 3 65,1,1,1,6 13 14 16 22 29,1,1,1,12 32 36 38 33 42,1,1,1,22 39 34 29 66 12,1,1,2,1.0,1.25,1.5
47958,47959,15780,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 62 66 67 27 4,0,0,0,12 22 28 80 68 31,2,2,3,3 8 29 34 65 52,2,2,2,3 29 61 70 34 65,2,2,2,3 7 8 17 22 26,3,4,4,12 32 38 62 68 42,0,0,0,22 15 3 12 39 29,2,2,2,1.0,1.25,1.5
47959,47960,15781,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 13 62 66 67 17,1,1,1,12 22 28 31 80 16,0,0,0,8 29 34 70 3 65,2,2,3,3 29 39 70 65 8,1,2,3,3 5 7 8 9 14,2,2,2,12 32 38 62 42 18,1,2,2,22 3 15 70 12 39,0,0,0,1.0,1.25,1.5
47960,47961,15782,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 13 27 62 66 73,3,4,4,12 22 31 80 16 28,2,2,2,3 39 61 70 65 8,2,2,2,29 39 61 70 3 54,1,2,2,1 5 8 23 27 29,1,2,2,32 38 62 68 42 12,1,2,2,29 22 61 3 63 15,1,1,1,1.0,1.25,1.5
47961,47962,15783,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 13 62 66 27 51,1,1,1,12 22 31 80 28 33,2,2,3,8 34 61 70 65 3,1,1,1,14 29 39 61 70 49,0,0,0,3 5 7 13 26 27,2,2,2,32 33 38 62 68 63,2,3,3,39 31 66 29 3 34,1,1,1,1.0,1.25,1.5
47962,47963,15784,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 13 31 62 67 27,2,3,3,12 22 31 68 80 28,0,0,0,3 29 61 70 8 52,1,1,2,3 8 29 34 70 65,0,1,1,5 7 8 9 19 22,3,4,4,32 33 38 62 63 68,1,1,1,31 39 22 3 33 29,0,0,0,1.0,1.25,1.5
47963,47964,15785,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 62 67 13 27,1,1,1,22 31 68 80 12 28,0,0,0,3 8 29 70 65 54,0,1,1,3 8 14 29 70 12,1,1,1,4 5 7 9 10 11,0,0,0,32 33 62 63 38 68,1,1,1,39 62 22 3 70 54,0,0,0,1.0,1.25,1.5
47964,47965,15786,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 26 67 13 27,2,3,3,22 31 43 68 80 12,1,2,2,29 61 65 70 52 36,0,0,0,14 29 61 70 3 39,0,0,0,1 2 6 14 17 18,0,0,1,32 33 62 63 68 67,0,1,1,31 34 63 3 70 29,1,1,1,1.0,1.25,1.5
47965,47966,15787,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 13 67 26 59,1,1,2,22 31 68 80 12 43,2,3,3,3 8 61 70 34 29,1,1,2,3 29 34 61 63 15,2,2,3,5 7 10 13 18 20,0,0,0,32 33 62 63 68 38,1,2,2,34 3 33 22 39 62,2,2,2,1.0,1.25,1.5
47966,47967,15788,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 13 67 79 7 66,0,0,0,12 22 31 68 80 43,2,2,3,8 29 65 70 54 3,1,1,1,3 8 29 61 70 34,0,0,0,3 11 12 15 17 19,2,2,2,13 33 63 68 38 62,1,1,1,3 33 29 31 12 66,1,1,1,1.0,1.25,1.5
47967,47968,15789,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 67 79 66 13,2,2,2,12 22 31 43 68 80,1,1,1,8 29 34 70 3 61,1,2,2,3 34 39 70 29 61,2,2,2,11 14 15 16 20 22,1,1,1,13 33 63 68 18 38,0,0,0,39 31 3 33 22 29,2,2,2,1.0,1.25,1.5
47968,47969,15790,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 67 79 13 59,0,1,1,22 31 43 68 12 80,1,1,1,8 29 65 70 34 3,1,1,2,29 39 54 70 8 14,1,1,2,3 8 11 30 37 39,2,2,2,13 18 33 38 63 68,2,3,3,39 3 31 54 8 29,2,2,2,1.0,1.25,1.5
47969,47970,15791,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 7 67 79 59 5,0,0,1,22 31 43 68 48 80,1,1,1,3 8 29 54 34 65,1,1,1,3 29 39 70 65 61,1,1,1,1 3 6 13 14 15,0,0,0,13 18 33 38 63 68,1,1,1,3 39 31 14 48 63,0,0,0,1.0,1.25,1.5
47970,47971,15792,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 51 59 67 79 7,2,3,3,22 31 43 68 48 80,2,2,2,3 8 29 70 65 61,0,0,0,3 29 61 70 54 14,0,1,1,4 5 11 17 20 22,1,1,2,13 33 43 63 38 68,0,0,1,3 33 54 39 70 22,1,1,2,1.0,1.25,1.5
47971,47972,15793,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 59 67 79 42 7,1,1,2,22 31 43 68 48 80,1,1,1,3 29 61 70 8 65,0,1,2,12 29 34 70 39 61,0,0,0,5 22 27 32 37 40,1,1,1,33 38 63 68 13 62,0,0,1,3 79 22 54 70 52,1,1,1,1.0,1.25,1.5
47972,47973,15794,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 59 79 54 8,0,1,1,22 31 43 68 48 80,2,2,2,3 8 39 70 34 61,1,2,2,29 39 61 70 54 63,1,2,2,1 2 5 7 8 15,0,0,0,13 62 63 68 33 18,0,0,0,54 3 66 8 31 70,1,1,2,1.0,1.25,1.5
47973,47974,15795,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 25 42 54 59 7,2,3,3,22 31 43 68 11 48,1,1,1,8 29 61 70 3 34,1,1,2,3 14 39 70 63 65,0,0,1,6 10 11 22 24 25,0,0,0,13 43 62 63 68 61,1,1,2,70 65 54 3 66 22,2,2,2,1.0,1.25,1.5
47974,47975,15796,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 43 54 59 42 65,1,2,2,22 31 43 68 11 48,1,1,2,3 8 61 65 52 29,1,2,2,14 29 39 65 52 3,1,2,2,5 12 17 32 34 35,0,0,0,62 63 67 68 61 13,2,2,2,65 54 34 70 66 44,2,3,4,1.0,1.25,1.5
47975,47976,15797,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 49 54 59 42 43,0,0,1,22 31 43 68 80 11,2,3,4,3 8 29 70 65 34,0,1,2,14 29 39 70 34 3,1,2,2,7 8 23 26 30 33,2,2,2,62 63 67 68 43 64,1,2,2,70 54 66 33 65 34,0,1,2,1.0,1.25,1.5
47976,47977,15798,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 43 49 54 59 71,1,1,2,22 31 43 80 11 68,1,1,1,3 8 29 61 65 70,1,1,2,3 39 61 70 14 29,2,2,2,2 6 7 11 14 25,0,0,0,62 63 67 68 61 64,3,3,3,65 70 34 52 54 63,2,2,3,1.0,1.25,1.5
47977,47978,15799,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,49 54 59 69 11 25,2,3,4,22 31 43 80 11 68,0,1,1,3 8 29 54 34 61,2,2,3,3 29 39 70 65 12,1,1,1,3 12 13 16 17 22,0,0,0,62 63 67 68 64 65,0,0,0,70 65 54 52 63 62,1,1,1,1.0,1.25,1.5
47978,47979,15800,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,49 54 69 71 59 25,1,1,1,11 22 31 43 80 68,1,1,1,3 8 29 61 70 39,2,2,2,12 14 29 34 3 70,0,1,1,9 11 15 18 21 23,1,1,1,62 63 67 68 61 65,0,0,0,70 65 54 44 52 34,0,1,1,1.0,1.25,1.5
47979,47980,15801,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 54 71 78 69 49,1,1,2,11 22 31 43 80 68,2,2,2,3 29 65 70 34 61,3,3,4,3 14 29 70 8 65,2,2,3,3 8 11 13 27 33,1,2,2,62 63 67 68 43 53,0,1,1,52 54 3 65 70 11,2,2,2,1.0,1.25,1.5
47980,47981,15802,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 49 54 71 78 69,1,2,2,11 22 31 43 68 80,2,2,3,8 29 61 65 34 3,1,2,3,14 54 61 70 29 39,0,0,1,3 6 9 24 26 27,2,2,2,43 62 63 67 33 53,3,3,3,65 52 54 3 39 27,3,4,4,1.0,1.25,1.5
47981,47982,15803,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 49 54 71 43 65,0,0,0,11 22 31 43 80 68,0,0,0,8 29 34 70 65 3,1,1,1,3 39 61 70 29 14,1,2,2,3 10 11 15 17 23,0,0,0,33 43 62 63 73 67,1,1,2,65 52 3 39 54 63,1,1,1,1.0,1.25,1.5
47982,47983,15804,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,49 52 54 71 40 3,1,1,1,11 31 43 80 22 33,0,1,1,8 29 34 65 61 3,0,0,0,3 14 29 64 34 65,2,2,2,9 12 16 18 26 28,0,1,2,33 43 62 63 23 67,0,1,2,52 65 3 54 39 34,0,0,0,1.0,1.25,1.5
47983,47984,15805,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,49 52 54 71 26 25,2,2,2,11 22 31 33 43 48,1,2,2,3 29 39 61 8 70,0,0,1,3 29 39 70 54 8,1,1,1,14 15 19 22 23 26,0,0,0,23 33 62 63 43 53,2,3,3,52 65 70 15 54 3,2,2,2,1.0,1.25,1.5
47984,47985,15806,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,49 52 54 71 72 24,1,1,2,11 31 33 43 68 15,0,0,0,8 29 34 65 61 70,0,0,0,3 29 39 70 8 65,0,0,0,2 12 24 28 33 34,3,3,3,23 33 43 63 53 73,0,0,0,52 65 70 34 33 63,0,0,0,1.0,1.25,1.5
47985,47986,15807,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 49 52 71 54 72,0,0,0,11 31 33 43 48 15,1,2,3,3 8 29 34 70 61,3,3,3,29 39 61 70 34 8,1,2,2,1 2 13 14 17 19,0,0,0,23 33 43 53 63 13,0,0,0,52 54 70 34 33 65,1,1,1,1.0,1.25,1.5
47986,47987,15808,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 49 71 72 52 26,1,1,1,11 15 31 33 43 48,2,3,3,3 8 34 70 29 61,2,2,2,29 34 61 70 3 14,1,2,3,3 7 9 11 15 25,1,2,3,23 33 43 53 62 63,3,4,4,34 28 52 65 54 15,1,2,3,1.0,1.25,1.5
47987,47988,15809,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,34 45 49 72 71 52,0,0,0,11 15 43 48 31 33,2,3,4,3 29 61 70 54 12,1,1,1,14 29 39 70 3 34,0,0,0,1 3 14 15 17 21,1,2,3,23 33 53 63 43 27,2,3,3,34 54 52 33 3 15,1,1,1,1.0,1.25,1.5
47988,47989,15810,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,45 49 71 72 52 3,0,0,0,11 15 31 33 43 48,2,2,3,29 34 61 70 8 3,3,3,3,3 34 61 70 39 29,3,3,3,1 2 11 13 17 18,1,1,1,13 23 33 63 53 43,0,1,1,33 34 3 52 54 61,1,1,2,1.0,1.25,1.5
47989,47990,15811,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 26 49 52 11 45,1,2,3,11 15 43 48 31 33,1,1,1,8 29 39 70 52 65,0,0,0,3 14 29 70 8 34,0,0,0,11 15 21 22 26 32,2,3,3,23 27 33 63 13 67,1,1,1,34 33 52 15 70 62,0,0,0,1.0,1.25,1.5
47990,47991,15812,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 26 45 61 3 24,2,3,3,11 15 31 43 48 33,1,1,2,3 8 29 65 61 70,2,3,3,12 14 61 70 29 65,1,2,2,4 7 11 12 19 20,0,0,0,23 27 33 63 25 13,1,2,3,27 33 34 61 15 12,2,3,3,1.0,1.25,1.5
47991,47992,15813,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 26 45 61 27 11,0,0,0,11 15 31 33 43 48,1,1,1,3 29 34 54 12 8,1,1,1,3 29 34 70 65 54,2,2,2,2 3 9 10 13 15,1,1,1,13 23 33 63 27 25,1,1,2,33 3 29 61 27 62,0,0,0,1.0,1.25,1.5
47992,47993,15814,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 26 35 45 59 61,1,1,1,11 15 31 33 43 48,1,1,1,29 34 61 70 8 65,0,0,1,3 29 63 70 61 12,1,1,1,1 6 10 16 22 24,1,1,2,23 25 33 63 27 22,1,2,2,15 33 34 52 3 29,1,2,2,1.0,1.25,1.5
47995,47996,15816,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 26 35 53 61 3,1,1,1,11 15 31 33 43 12,1,2,3,3 8 29 61 49 70,0,0,0,29 39 61 70 3 54,1,1,2,6 8 12 13 23 24,1,1,1,23 25 33 53 63 13,1,1,1,33 3 52 34 15 24,1,1,1,1.0,1.25,1.5
47996,47997,15817,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 25 35 36 53 28,2,3,3,11 15 31 43 12 33,1,1,2,8 29 61 70 34 3,2,3,3,29 39 65 70 3 8,1,1,2,5 7 12 16 19 21,0,1,1,23 33 53 63 25 13,2,2,3,52 33 12 34 15 39,2,2,2,1.0,1.25,1.5
47997,47998,15818,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 33 35 53 36 28,2,2,2,11 31 33 43 12 15,1,1,2,29 39 61 70 66 49,0,0,1,29 39 65 70 3 63,1,1,2,6 8 11 13 19 22,0,0,0,23 33 53 63 13 22,2,2,2,33 34 70 66 24 52,2,3,3,1.0,1.25,1.5
47998,47999,15819,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 34 35 53 33 36,1,1,1,11 15 31 33 12 43,1,1,1,8 29 65 70 3 52,1,2,2,3 8 39 61 29 14,3,4,4,4 7 15 24 33 34,1,1,2,23 33 53 63 73 25,0,0,0,34 33 24 15 70 52,2,2,2,1.0,1.25,1.5
47999,48000,15820,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 34 35 53 21 33,0,0,1,11 15 31 33 12 43,1,2,2,8 29 34 70 61 54,1,1,1,29 34 39 70 65 14,1,1,1,2 3 6 15 16 21,0,1,1,23 33 53 63 73 25,2,2,2,34 33 15 54 39 3,1,2,2,1.0,1.25,1.5
48000,48001,15821,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,21 24 34 45 53 33,1,2,2,11 15 31 33 12 52,1,1,1,3 8 29 65 70 61,2,2,2,14 29 39 61 34 70,1,1,1,1 8 12 16 19 26,0,0,0,23 33 53 63 25 21,1,1,1,34 33 39 54 3 15,1,1,2,1.0,1.25,1.5
48001,48002,15822,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,21 24 34 53 33 15,1,1,1,11 15 31 33 12 52,1,1,1,3 8 29 34 70 52,1,1,1,3 29 34 39 70 12,0,0,0,5 13 15 17 18 24,1,1,1,23 33 53 63 25 27,1,1,2,33 34 15 39 54 29,0,0,0,1.0,1.25,1.5
48002,48003,15823,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,21 24 36 53 33 67,1,2,2,11 15 31 33 52 12,1,1,1,8 29 61 70 65 34,2,2,2,3 8 39 70 29 61,1,1,2,1 4 5 7 8 20,2,3,3,23 33 53 63 27 57,1,1,2,15 33 34 39 54 61,1,1,2,1.0,1.25,1.5
48003,48004,15824,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 33 53 61 67 37,0,1,1,11 15 31 33 52 12,0,0,0,3 34 65 70 29 61,1,1,1,3 14 29 70 39 8,2,2,2,1 4 8 9 10 24,2,2,2,23 33 53 63 51 55,2,2,3,33 24 61 39 34 60,0,0,0,1.0,1.25,1.5
48004,48005,15825,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 37 53 67 36 4,1,2,2,11 15 31 33 52 80,1,1,1,3 8 29 61 34 65,1,1,1,3 29 39 70 34 61,0,0,1,1 3 9 13 14 18,1,1,1,23 33 53 63 55 65,0,0,0,33 39 61 3 34 49,1,1,2,1.0,1.25,1.5
48007,48008,15827,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 24 36 67 53 69,0,1,1,11 15 31 33 45 43,0,1,1,9 29 34 70 61 39,0,1,2,29 39 61 70 62 54,2,2,2,1 16 19 24 27 28,1,1,1,23 53 55 59 63 65,2,2,2,39 54 34 49 66 15,1,2,2,1.0,1.25,1.5
48008,48009,15828,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 24 53 67 69 36,0,0,1,11 15 31 33 45 52,2,2,2,3 8 61 70 65 27,2,2,3,3 14 29 70 8 39,1,2,3,3 7 8 13 18 19,2,3,3,23 53 55 63 51 33,0,0,1,39 66 54 3 61 33,2,2,3,1.0,1.25,1.5
48009,48010,15829,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 36 39 67 53 24,1,1,1,11 15 31 33 18 39,1,1,1,3 8 29 70 34 39,3,3,3,3 29 34 70 64 61,2,2,2,3 5 8 11 16 18,2,3,3,33 35 53 55 23 59,1,2,2,39 33 3 54 8 34,3,4,4,1.0,1.25,1.5
48010,48011,15830,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 36 66 67 1 37,1,1,1,11 15 31 33 52 39,2,2,2,3 8 34 39 29 64,1,2,2,29 39 54 70 61 14,2,2,2,1 3 7 8 9 16,0,0,0,33 35 53 55 23 63,1,1,1,39 33 54 66 3 8,2,2,2,1.0,1.25,1.5
48011,48012,15831,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 8 66 67 36 55,2,2,2,11 15 31 33 52 12,1,1,1,8 29 39 61 3 70,2,2,3,8 34 39 70 3 29,2,2,3,4 11 12 21 22 24,0,0,0,23 33 53 55 63 35,0,0,0,39 33 66 34 54 3,0,0,0,1.0,1.25,1.5
48012,48013,15832,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 8 66 67 36 47,2,2,2,11 15 31 33 52 12,1,2,2,8 54 61 65 39 34,2,2,2,3 29 61 70 52 63,1,2,2,5 6 8 10 18 20,1,1,1,33 53 55 57 35 51,0,0,0,33 54 66 29 34 39,1,1,1,1.0,1.25,1.5
48013,48014,15833,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 8 66 67 36 47,0,0,0,11 15 31 33 52 66,2,3,3,8 29 34 61 70 39,1,1,1,3 29 39 70 54 65,0,0,0,8 13 19 23 26 27,1,2,3,23 25 53 55 63 33,1,1,1,27 54 39 66 33 29,1,1,1,1.0,1.25,1.5
48014,48015,15834,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 8 66 74 36 27,1,1,2,11 15 31 33 52 66,2,2,3,8 29 61 65 3 34,1,2,2,29 39 61 70 3 34,2,3,3,6 9 10 11 12 20,1,1,1,23 25 53 55 21 29,0,1,2,66 39 54 27 29 34,2,3,3,1.0,1.25,1.5
48015,48016,15835,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 8 27 66 36 74,2,2,3,11 15 31 33 52 66,2,2,2,8 29 54 70 34 12,2,2,2,3 29 39 70 8 65,1,2,3,2 3 10 17 18 19,1,1,1,21 23 25 27 33 53,2,3,3,66 27 33 29 3 31,3,3,3,1.0,1.25,1.5
48016,48017,15836,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 27 66 74 1 67,1,1,1,11 15 27 31 33 52,0,0,0,8 12 34 49 29 3,0,1,2,3 8 39 65 54 70,2,2,2,5 8 10 11 21 26,0,0,0,21 23 25 27 33 29,0,0,1,27 29 66 8 33 3,1,1,2,1.0,1.25,1.5
48019,48020,15838,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 27 66 74 3 32,0,1,1,11 31 33 52 15 27,1,2,2,3 8 29 34 70 61,2,3,4,3 29 61 70 39 14,3,3,3,2 3 5 10 11 13,1,2,2,21 23 25 27 33 29,0,0,0,29 3 27 66 33 70,1,1,2,1.0,1.25,1.5
48020,48021,15839,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 27 66 74 32 40,3,3,4,11 31 33 43 52 15,1,1,2,29 34 61 70 3 65,1,2,3,3 29 65 70 61 14,3,3,4,3 6 7 11 15 34,1,2,2,23 25 27 33 21 35,1,1,1,3 29 27 70 65 66,3,4,5,1.0,1.25,1.5
48021,48022,15840,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 27 66 74 29 32,1,2,2,11 15 31 33 43 52,0,0,0,3 8 29 70 34 61,3,4,4,29 39 61 70 34 3,1,2,3,2 3 14 15 16 19,1,1,1,23 25 27 29 21 33,1,2,2,29 3 27 65 70 66,3,3,3,1.0,1.25,1.5
48022,48023,15841,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 27 29 40 8 65,2,3,3,11 31 33 43 52 66,2,2,2,8 29 54 70 34 65,2,3,3,3 29 34 39 70 61,2,2,2,3 8 17 20 21 28,1,1,2,23 25 27 29 21 35,1,1,1,29 3 27 65 34 66,1,2,2,1.0,1.25,1.5
48023,48024,15842,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 8 29 40 27 74,2,2,2,11 15 31 33 69 30,1,1,2,3 8 29 70 39 34,2,3,3,8 29 39 70 34 14,3,3,3,1 8 9 11 12 15,2,2,2,23 25 27 29 21 39,2,2,3,29 3 34 65 31 32,1,1,1,1.0,1.25,1.5
48024,48025,15843,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 8 27 29 40 74,1,1,1,11 15 30 31 33 66,0,0,1,8 29 65 70 61 34,1,1,2,3 14 29 70 34 61,1,2,2,2 5 8 11 18 25,1,1,1,21 23 25 27 29 26,1,2,2,29 66 3 34 65 27,3,3,3,1.0,1.25,1.5
48025,48026,15844,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 29 40 65 10 3,1,1,1,11 15 29 30 31 33,0,0,0,3 8 29 61 34 39,0,0,1,3 29 34 65 70 61,0,1,1,5 9 10 12 16 22,1,1,1,23 25 29 39 21 27,2,2,2,29 34 3 31 65 52,0,0,0,1.0,1.25,1.5
48026,48027,15845,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,10 27 29 40 8 11,0,0,1,11 15 29 31 33 43,1,1,1,3 8 29 70 34 61,0,0,1,3 29 61 70 8 54,1,1,1,5 13 24 25 37 39,0,0,0,23 29 33 39 27 21,0,0,0,29 34 70 3 66 27,0,0,0,1.0,1.25,1.5
48027,48028,15846,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,10 27 29 40 8 46,0,0,1,11 15 29 31 33 43,1,2,2,3 8 29 34 61 65,2,2,3,3 14 61 70 29 34,2,2,3,7 11 16 18 22 26,0,0,0,21 23 29 39 27 33,2,2,3,29 3 34 70 61 11,3,3,3,1.0,1.25,1.5
48028,48029,15847,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,29 40 46 65 3 11,0,0,0,11 15 31 33 66 43,1,1,2,8 29 61 70 3 65,1,1,1,3 29 39 70 34 65,0,0,0,3 12 15 19 23 33,1,1,2,23 29 33 39 21 27,1,1,1,29 3 34 66 65 39,0,0,0,1.0,1.25,1.5
48031,48032,15849,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,29 40 46 72 3 5,0,0,0,11 15 31 33 66 5,0,0,0,8 39 61 70 3 65,3,3,3,3 8 29 34 54 64,1,2,2,5 8 9 16 18 20,1,1,1,29 31 33 39 23 36,1,1,1,3 39 29 34 66 33,1,1,1,1.0,1.25,1.5
48032,48033,15850,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,29 40 55 72 5 8,0,0,0,11 31 33 66 15 43,0,0,0,8 29 65 70 34 3,1,1,2,14 29 39 54 70 34,0,1,1,8 14 27 30 35 38,0,0,0,31 33 36 39 29 37,0,0,0,39 29 3 34 70 51,1,2,2,1.0,1.25,1.5
